array_task	sequence	job_id	job_class	input_path	input_sha256	output_path	nprocs	planning_core_h	workflow_revision	method_id
1	1	EXSOLV01_Q0	diagnostic_gas_sp	diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV01_Q0/EXSOLV01_Q0.inp	e35983b4cc0446ab44a86171fef98659e0ece0eaebd0435a5a39c8c4a2decaec	diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV01_Q0/EXSOLV01_Q0.out	8	32	jhtvs-ft0806-explicit-solvation-sp-v1	T2_wB97M-V_def2-TZVPD_explicit_cluster_gas_SPE_v1
1	2	EXSOLV01_QP1	diagnostic_gas_sp	diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV01_QP1/EXSOLV01_QP1.inp	87ecdf747e1c8759304b8d17a67145fc3c1cc1dfb501fe257210648ea39bfab3	diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV01_QP1/EXSOLV01_QP1.out	8	32	jhtvs-ft0806-explicit-solvation-sp-v1	T2_wB97M-V_def2-TZVPD_explicit_cluster_gas_SPE_v1
2	1	EXSOLV02_Q0	diagnostic_gas_sp	diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV02_Q0/EXSOLV02_Q0.inp	c077502d6c7dd1ec8e2a73a233c58b307424deb770d4290abafdb16cc7040e6c	diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV02_Q0/EXSOLV02_Q0.out	8	32	jhtvs-ft0806-explicit-solvation-sp-v1	T2_wB97M-V_def2-TZVPD_explicit_cluster_gas_SPE_v1
2	2	EXSOLV02_QP1	diagnostic_gas_sp	diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV02_QP1/EXSOLV02_QP1.inp	09856db2cc6982d8a3f4dfbb6f464f9cc9dda06c504f6133f5611ba779da942b	diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV02_QP1/EXSOLV02_QP1.out	8	32	jhtvs-ft0806-explicit-solvation-sp-v1	T2_wB97M-V_def2-TZVPD_explicit_cluster_gas_SPE_v1
