job_id,system,solute,solvent,n_solvent,job_class,state_id,solvent_id,formal_charge,multiplicity,input_path,input_sha256,output_path,geometry_key,geometry_sha256,coordinate_payload_sha256,workflow_revision,method_id,functional,basis,nprocs,maxcore_mb_per_rank,planning_core_h,status
EXSOLV02_Q0,dmso_dichloromethane,dmso,dichloromethane,5,diagnostic_gas_sp,dmso_dichloromethane_R5_Q0_M1,EXPLICIT_DICHLOROMETHANE_R5,0,1,diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV02_Q0/EXSOLV02_Q0.inp,c077502d6c7dd1ec8e2a73a233c58b307424deb770d4290abafdb16cc7040e6c,diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV02_Q0/EXSOLV02_Q0.out,explicit_solvation:dmso_dichloromethane:R5,c25507a61338a9eb4b8fa35eabf87e46582ee57a08ca2fdab9b16a89bf806f56,2a7fa3972a5d5ef41fef69ebc5b49e1116d479700150ae67ad46c7e566a773e9,jhtvs-ft0806-explicit-solvation-sp-v1,T2_wB97M-V_def2-TZVPD_explicit_cluster_gas_SPE_v1,wB97M-V,def2-TZVPD,8,3000,32,ready
EXSOLV02_QP1,dmso_dichloromethane,dmso,dichloromethane,5,diagnostic_gas_sp,dmso_dichloromethane_R5_QP1_M2,EXPLICIT_DICHLOROMETHANE_R5,1,2,diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV02_QP1/EXSOLV02_QP1.inp,09856db2cc6982d8a3f4dfbb6f464f9cc9dda06c504f6133f5611ba779da942b,diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV02_QP1/EXSOLV02_QP1.out,explicit_solvation:dmso_dichloromethane:R5,c25507a61338a9eb4b8fa35eabf87e46582ee57a08ca2fdab9b16a89bf806f56,2a7fa3972a5d5ef41fef69ebc5b49e1116d479700150ae67ad46c7e566a773e9,jhtvs-ft0806-explicit-solvation-sp-v1,T2_wB97M-V_def2-TZVPD_explicit_cluster_gas_SPE_v1,wB97M-V,def2-TZVPD,8,3000,32,ready
EXSOLV01_Q0,thiophene_acetonitrile,thiophene,acetonitrile,5,diagnostic_gas_sp,thiophene_acetonitrile_R5_Q0_M1,EXPLICIT_ACETONITRILE_R5,0,1,diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV01_Q0/EXSOLV01_Q0.inp,e35983b4cc0446ab44a86171fef98659e0ece0eaebd0435a5a39c8c4a2decaec,diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV01_Q0/EXSOLV01_Q0.out,explicit_solvation:thiophene_acetonitrile:R5,9df46bb2595056ab52aa1e16aa964d34eb490a7df00a4a07831f37fd79c69223,10f6256f9b02b3860c0e22b47c66be2713d985fdbb487b1ef646fc51bc739bf9,jhtvs-ft0806-explicit-solvation-sp-v1,T2_wB97M-V_def2-TZVPD_explicit_cluster_gas_SPE_v1,wB97M-V,def2-TZVPD,8,3000,32,ready
EXSOLV01_QP1,thiophene_acetonitrile,thiophene,acetonitrile,5,diagnostic_gas_sp,thiophene_acetonitrile_R5_QP1_M2,EXPLICIT_ACETONITRILE_R5,1,2,diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV01_QP1/EXSOLV01_QP1.inp,87ecdf747e1c8759304b8d17a67145fc3c1cc1dfb501fe257210648ea39bfab3,diagnostics/explicit_solvation_sp/orca/jobs/EXSOLV01_QP1/EXSOLV01_QP1.out,explicit_solvation:thiophene_acetonitrile:R5,9df46bb2595056ab52aa1e16aa964d34eb490a7df00a4a07831f37fd79c69223,10f6256f9b02b3860c0e22b47c66be2713d985fdbb487b1ef646fc51bc739bf9,jhtvs-ft0806-explicit-solvation-sp-v1,T2_wB97M-V_def2-TZVPD_explicit_cluster_gas_SPE_v1,wB97M-V,def2-TZVPD,8,3000,32,ready
