system,deltaE_ORCA_R5_eV,deltaE_MACE_R5_eV,MACE_minus_ORCA_R5_eV,deltaE_MACE_R50_eV,MACE_R50_minus_R5_eV
dmso_dichloromethane,7.230239663196,7.267301009960,0.037061346764,6.745707843700,-0.521593166260
thiophene_acetonitrile,9.027045754867,8.945357926881,-0.081687827986,8.215760186560,-0.729597740321
