array_task	sequence	job_id	job_class	input_path	input_sha256	output_path	nprocs	planning_core_h	workflow_revision	method_id
1	1	R5EOX_A06_RED_CONT1	optfreq	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A06_RED_CONT1/R5EOX_A06_RED_CONT1.inp	70e6c7669aeb2089f289983be199143cff8b4c06f941e903d3f827e2cc4ff63c	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A06_RED_CONT1/R5EOX_A06_RED_CONT1.out	8	192	jhtvs-ft0806-explicit-r5-eox-v1	T2_wB97X-D3_def2-SVP_OptFreq_def2-TZVPD-SP_SMD_ExplicitR5_v1
1	2	R5EOX_A06_OX	optfreq	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A06_OX/R5EOX_A06_OX.inp	811643f005d0a5070477f81b61caca269f00f3b0c2f62632c205047b30c50304	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A06_OX/R5EOX_A06_OX.out	8	192	jhtvs-ft0806-explicit-r5-eox-v1	T2_wB97X-D3_def2-SVP_OptFreq_def2-TZVPD-SP_SMD_ExplicitR5_Hirshfeld_v1
