array_task	sequence	job_id	job_class	input_path	input_sha256	output_path	nprocs	planning_core_h	workflow_revision	method_id
1	1	R5EOX_A03_RED_CONT1	optfreq	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A03_RED_CONT1/R5EOX_A03_RED_CONT1.inp	47cb3cc26c7aa673adad870b81bdcae7685f2c6c060f3d72e3c4dab3a704d19e	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A03_RED_CONT1/R5EOX_A03_RED_CONT1.out	8	192	jhtvs-ft0806-explicit-r5-eox-v1	T2_wB97X-D3_def2-SVP_OptFreq_def2-TZVPD-SP_SMD_ExplicitR5_v1
1	2	R5EOX_A03_OX	optfreq	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A03_OX/R5EOX_A03_OX.inp	339812701aead7b86c1f980156a49c155e6e17b38cf199b0282b1fd7d657b2c1	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A03_OX/R5EOX_A03_OX.out	8	192	jhtvs-ft0806-explicit-r5-eox-v1	T2_wB97X-D3_def2-SVP_OptFreq_def2-TZVPD-SP_SMD_ExplicitR5_Hirshfeld_v1
