array_task	sequence	job_id	job_class	input_path	input_sha256	output_path	nprocs	planning_core_h	workflow_revision	method_id
1	1	R5EOX_A01_RED_CONT1	optfreq	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A01_RED_CONT1/R5EOX_A01_RED_CONT1.inp	369fed027bd980405cf2fb918239416c8f039c5b878752a85cd3efd0bb24c26f	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A01_RED_CONT1/R5EOX_A01_RED_CONT1.out	8	192	jhtvs-ft0806-explicit-r5-eox-v1	T2_wB97X-D3_def2-SVP_OptFreq_def2-TZVPD-SP_SMD_ExplicitR5_v1
1	2	R5EOX_A01_OX	optfreq	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A01_OX/R5EOX_A01_OX.inp	df980f3387a49e519a4305057f1ed6e88300014fcf201a1e39d9ebdc9c004b7a	diagnostics/explicit_solvation_eox_r5/orca/jobs/R5EOX_A01_OX/R5EOX_A01_OX.out	8	192	jhtvs-ft0806-explicit-r5-eox-v1	T2_wB97X-D3_def2-SVP_OptFreq_def2-TZVPD-SP_SMD_ExplicitR5_Hirshfeld_v1
