job_id,job_class,state_id,solvent_id,input_path,input_sha256,geometry_key,geometry_sha256,smd_payload_sha256,workflow_revision,method_id,thermochemistry_convention_id,nprocs,maxcore_mb_per_rank,planning_core_h,status,reason
SP0125,smd_energy_sp,A002_Q0_M2,S004,runs/orca/sp/SP0125/SP0125.inp,04c3c554f08821fceb95db459d67a50a0351f851ce8c3fe0051fd2d672090b3c,tier1:redox:A002:S004:q0:m2,6c2ec646d07676adf8e5545a5ceb5e0989df0853fd73f4a310dce9942244cc9d,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0126,smd_energy_sp,A002_QM1_M1,S004,runs/orca/sp/SP0126/SP0126.inp,4c53b298c7e64a2497f41c284a4b6b81ba1335249267eb8cb1528746ac031a1c,tier1:redox:A002:S004:q-1:m1,0ceed7e96fd9e0e4fa342d34feb8891e81ea93ae89c6789964e0df2558f757db,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0127,smd_energy_sp,A005_Q0_M2,S004,runs/orca/sp/SP0127/SP0127.inp,1045f6a75f46e11b8fe791de9efb5294edbfe3a35a44f945bd9dc2e70cf70741,tier1:redox:A005:S004:q0:m2,49392ccbc9d665b79de6e4ab313418b7e29fd1e128548caac4ac0f24f5df414d,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0128,smd_energy_sp,A005_QM1_M1,S004,runs/orca/sp/SP0128/SP0128.inp,91c4ba9ba0300da07868f6c1bb2ee3677ed53fd34ccba1b0e61a7d84c583b187,tier1:redox:A005:S004:q-1:m1,ed22e9d0e568bbeaa48cc59f2fd549a6b9651c17b6ff4bdbd5a52a6042c14f3c,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0129,smd_energy_sp,A007_Q0_M2,S004,runs/orca/sp/SP0129/SP0129.inp,6dd1a8f74e9bb8132790d869379b3fa91fba4cc1e06c784c824d91a9cf247b1c,tier1:redox:A007:S004:q0:m2,85afe710a2caa4650965692714e0ba877bf6cc6d5a4098a6c5424fafec97e17f,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0130,smd_energy_sp,A007_QM1_M1,S004,runs/orca/sp/SP0130/SP0130.inp,2a971d58c2e8578ecb1ff2d1d23ea110a72e17bfe614fb7b1bcec81e5316f583,tier1:redox:A007:S004:q-1:m1,773eb4c35809b2e10f500fc6e6b4d046d8a530afe997de6a36f583368077a874,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0131,smd_energy_sp,D007_QP2_M1,S004,runs/orca/sp/SP0131/SP0131.inp,095e1762f9f2d791a74a1157a2ea2678b57ed86da702f85ba1d81c3a1afb1d57,surrogate:sigma_preopt:D007:S004:q2:m1,0efab730f80847159e2455e2bdd13bf8cad977fe8eee9f77e67ff2c9223e5b0a,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0132,smd_energy_sp,D022_QP2_M1,S004,runs/orca/sp/SP0132/SP0132.inp,fbc689af7e90d7fab380269ff0414fec977e946234c4ce9269b539f73b8f2b2f,surrogate:sigma_preopt:D022:S004:q2:m1,172cf14b812b026cac24e0b4a0a411a188cf96fffde66a6971210d07f9aa6667,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0133,smd_energy_sp,D024_QP2_M1,S004,runs/orca/sp/SP0133/SP0133.inp,6c5c05c3f554a012e441ccece2cf7e03d1975eb603bafb1dc36e7e65c769b7ef,surrogate:sigma_preopt:D024:S004:q2:m1,34878daca7b73d5138a37c971848bb0e1d7766551ed9c6bd63902ae10f18003d,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0134,smd_energy_sp,D027_QP2_M1,S004,runs/orca/sp/SP0134/SP0134.inp,ec8babacc0ea11eee76d97f08bd104247981cb17671dfce6767dd65079489ad6,surrogate:sigma_preopt:D027:S004:q2:m1,85b555dc2c0518dab3f440fdb3f3c1512493e5674474c64f75efad7bd297349e,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0135,smd_energy_sp,D038_QP2_M1,S004,runs/orca/sp/SP0135/SP0135.inp,acb104e1171645427ebf8337e01299383c5db05dd9599d6a85888c6183cbb2ec,surrogate:sigma_preopt:D038:S004:q2:m1,24a6732950208d7a556759ff963b940b0c13887276c6e7dbb49e7640a78fc288,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0136,smd_energy_sp,D055_QP2_M1,S004,runs/orca/sp/SP0136/SP0136.inp,5a7e5fdf1f235af86fcd4ee46820ec3c40b48672152406275bf6803fc08c077b,surrogate:sigma_preopt:D055:S004:q2:m1,3b66a6618b0df96906a2fdc05f3141ab257f89960a4106071c46ea730db81be4,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0137,smd_energy_sp,D070_QP2_M1,S004,runs/orca/sp/SP0137/SP0137.inp,41db4c1ee21267f4ce7ef73ec803e4e918e356fba7ce3e7456a3dab83f8caa0a,surrogate:sigma_preopt:D070:S004:q2:m1,db3b076a040901a86a06896853e951585304d52e9e983b3bf83c31f06bb79e79,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0138,smd_energy_sp,D084_QP2_M1,S004,runs/orca/sp/SP0138/SP0138.inp,831747d00cd8e4f3576935c1faf90346972590d5b8b15615c97126059220398d,surrogate:sigma_preopt:D084:S004:q2:m1,7642d49b03c45c1af43135560c60f4cbc6c4c966d0c8df7d4e9d6a723a8c5cad,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0139,smd_energy_sp,M007_Q0_M1,S004,runs/orca/sp/SP0139/SP0139.inp,71828dbb3cc4f5ec56514e590175dbc64f83169776a05fc7b71bd96271db827f,tier1:redox:M007:S004:q0:m1,94ef68e10a8cb4b558435a691383c6c3a3213b58c9019976d7ffb451f6c19d4c,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0140,smd_energy_sp,M007_QP1_M2,S004,runs/orca/sp/SP0140/SP0140.inp,ad9c0c5430c95247976e9d42d9940daec0604483ebd9cf643546098041b52356,tier1:redox:M007:S004:q1:m2,b4eab1d36ef40e882380e69b19c3569d56ca38ea134b4c1a890e19d95a8e8506,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0141,smd_energy_sp,M022_Q0_M1,S004,runs/orca/sp/SP0141/SP0141.inp,6bb6b14fd0e9ed7030977580eb321893c56d2df32609759cb1fc42482dcfbd3d,tier1:redox:M022:S004:q0:m1,840cf19959172b3258c66fa261621033b65af9996a18d2b9795735bce59e5d95,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0142,smd_energy_sp,M022_QP1_M2,S004,runs/orca/sp/SP0142/SP0142.inp,7b09fdb53323ce4f7aae5eb277bd7cec4a705aef2687f393b1cb450910bdd6e3,tier1:redox:M022:S004:q1:m2,e9ea1ee36756887eef0406f8c21f26a78615612ecb26f991d2063268949758e9,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0143,smd_energy_sp,M024_Q0_M1,S004,runs/orca/sp/SP0143/SP0143.inp,d72a038a85519342cf67cccdf30caf59fad322955e2ed5a040ef337dff98d506,tier1:redox:M024:S004:q0:m1,7b82deedf94e214ed3a79b290b903c9443edce6ad4777ed04751b8e500027c26,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0144,smd_energy_sp,M024_QP1_M2,S004,runs/orca/sp/SP0144/SP0144.inp,4158c9f1597b9a3d8bd3f6c81b0cc5ce043457866898ee002622949c6b3fc575,tier1:redox:M024:S004:q1:m2,195cdea707e49177dd39d48c8e16b85311526257e3aa60ccf65066ae0b4f8e15,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0145,smd_energy_sp,M027_QP1_M2,S004,runs/orca/sp/SP0145/SP0145.inp,0cabd13cf44f9fff5c8cddaecbd06fb6aefd24206547eb5453355850530b8edb,tier1:redox:M027:S004:q1:m2,ca9ab42239ad84dd2b7fbfde1b04043789c8a53ebad2e2f4b592ed70540a3c3f,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0146,smd_energy_sp,M038_Q0_M1,S004,runs/orca/sp/SP0146/SP0146.inp,51c5d8173bbb03d6afd95742caf95cc80dba1a612e7deade2998e3304a9e74a6,tier1:redox:M038:S004:q0:m1,b0aed992e513df7fa147e83e9bb44a2c50853e3de240177d37ca9b3523f327a9,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0147,smd_energy_sp,M038_QP1_M2,S004,runs/orca/sp/SP0147/SP0147.inp,a32631a8ce6c674d9d893e1ea2d9de2348487093358c79f44b6eafd9301090b4,tier1:redox:M038:S004:q1:m2,eaebfdb1e8d3628abf0d0bfb164d3a544d991ecbb2af13c4595a76b22c5e0c53,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0148,smd_energy_sp,M055_Q0_M1,S004,runs/orca/sp/SP0148/SP0148.inp,beb74fe33b8571a2f07f0bb8b5680597a2f3c828aadf26232a30e9ccf629e882,tier1:redox:M055:S004:q0:m1,1dc38a32f1df3b11ce3f53eb325cc26acedecf3e532edc91e2cd7f34354d2053,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0149,smd_energy_sp,M055_QP1_M2,S004,runs/orca/sp/SP0149/SP0149.inp,c631caf0af537d6d632345299752a8d6f5323d92a1fec3bc3c512153f0085730,tier1:redox:M055:S004:q1:m2,b6a4ed04950d898897510ac980dd88718f52e348e6dd6378cc618832d6c4d560,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0150,smd_energy_sp,M070_Q0_M1,S004,runs/orca/sp/SP0150/SP0150.inp,bfee4fc7502d7491c43f8a9892915316261d67733b65d36e04b234b1456f291d,tier1:redox:M070:S004:q0:m1,3e84cf5ece6c546b863824e05260dd06d1f25ce588d3656ddc0cf816041a60ff,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0151,smd_energy_sp,M070_QP1_M2,S004,runs/orca/sp/SP0151/SP0151.inp,b4247f9a8079b7f325d5fcadfad9984db7656d59f8001944050554ab056fcf46,tier1:redox:M070:S004:q1:m2,0567888c3502f740e7ec872264388784ffafdf476c116814966ff290881032e9,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0152,smd_energy_sp,M084_Q0_M1,S004,runs/orca/sp/SP0152/SP0152.inp,54c7b7ced9e62e4b1cc1b0d9534015c0046825b63b0d9d9519651b0a853af12b,tier1:redox:M084:S004:q0:m1,c7ed16765b350b749e56028058f25692badbfb73d2adeb55ff7aa06939bd09f7,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0153,smd_energy_sp,M084_QP1_M2,S004,runs/orca/sp/SP0153/SP0153.inp,1b6d17cfc56401fbfab19e9ba5bc13ab2ea938c1d93fae73a59b9f1884358688,tier1:redox:M084:S004:q1:m2,61876802d2b8f06d6e16de1fe45ebcbdc60fce391bd7de6bc830812479113988,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0154,smd_energy_sp,M097_Q0_M1,S004,runs/orca/sp/SP0154/SP0154.inp,5635ca0a7adbc150720dca34a7afdfbf060d6ea82080c85a1212586a240617f5,tier1:redox:M097:S004:q0:m1,1d4e5e837d0d98e6d000ec0d5918170f825bbe4123e6ed6973d00b0576480121,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0155,smd_energy_sp,M097_QP1_M2,S004,runs/orca/sp/SP0155/SP0155.inp,229360089c04cbddbbf9bc49e0aa3724aca0af9d7eccabc50c1a8f081bdaf9b7,tier1:redox:M097:S004:q1:m2,5f087e6ead4762673eeecce9467231dd8690f1a7b2ae61a536db95f391ea0f5e,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0156,smd_energy_sp,S004_Q0_M1,S004,runs/orca/sp/SP0156/SP0156.inp,d087f69777a40614b9c1f951914ba2a91074617a3b471dfc939ef721651a882b,tier1:redox:S004:S004:q0:m1,12ca1ebde9cf6f04518fc0c329275821e0f8e8d1f3d55d3e88ecaf803da5e0cf,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0157,smd_energy_sp,S004_QP1_M2,S004,runs/orca/sp/SP0157/SP0157.inp,89262943d458f08e5faff0f2868268028015e3d31d5d0eacb44c3a5ea59cc06b,tier1:redox:S004:S004:q1:m2,7d68d1039c01ac2b7614ae1ea240e88fce47ed0dd81841b6f14f80cbfb616b12,fc84c6c0fdedfad4ad7162cbe466ea9adb5b8ade8ed807efe9a91b7a14935117,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0158,smd_energy_sp,A002_Q0_M2,S005,runs/orca/sp/SP0158/SP0158.inp,d3977232086a06a2d93604b0bd99f3f76f2e4597fee21d9dd21e467dd18f9639,tier1:redox:A002:S005:q0:m2,6198fbb6669a61c27219e345dd5c9edc527fc27cb67059aafbc068dab6c08971,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0159,smd_energy_sp,A002_QM1_M1,S005,runs/orca/sp/SP0159/SP0159.inp,fab14501a631668efa7666b231fb1cd25709723cc77fecb6fa2a04d8f3f6806e,tier1:redox:A002:S005:q-1:m1,05bc09a3989d4153258c513b04b0417700722dc59f46a659fed706b2cc3da590,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0160,smd_energy_sp,A003_Q0_M2,S005,runs/orca/sp/SP0160/SP0160.inp,63ef71fee50f5595d01984a74e790a8396f1bea2b24e510a0ad4e711772cdbaa,tier1:redox:A003:S005:q0:m2,e14f4bf48e5366d85e6639fd3b8de55052084db409b95208f88b48408fbbd3ba,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0161,smd_energy_sp,A003_QM1_M1,S005,runs/orca/sp/SP0161/SP0161.inp,9b914b56e1471f480a54c8d95e92331fefc77f58f54763ddeea61c0bb49d1526,tier1:redox:A003:S005:q-1:m1,9b001ffdc8a11ff559a607b1e78cc837ad373850361510763c9a4b023f58e53f,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0162,smd_energy_sp,A005_Q0_M2,S005,runs/orca/sp/SP0162/SP0162.inp,03bb51f11703e67ddc63f6508fe17dacb739552ec423f1de857ef907810b9ef4,tier1:redox:A005:S005:q0:m2,e4333863026a7934f07433733cc68db88c8136eab4be757ada7ff5b546f3c810,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0163,smd_energy_sp,A005_QM1_M1,S005,runs/orca/sp/SP0163/SP0163.inp,61c96df8a6bba521a265249fa1fdb996bc8c2626225c3ef1b07d537a316208b0,tier1:redox:A005:S005:q-1:m1,8500e39b88d8a713fedb7c751832e7f33c9e25e1d90e90db4569e30bb9dc1af9,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0164,smd_energy_sp,A008_Q0_M2,S005,runs/orca/sp/SP0164/SP0164.inp,75d6edc6f5df3ec2220ae9537db586da375dd95001bc04a4836f718a98ca3276,tier1:redox:A008:S005:q0:m2,4b078d9f42d21d7513b4d5b6d3c74fd44479fd3014d91cb77950f5378e7ef205,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0165,smd_energy_sp,A008_QM1_M1,S005,runs/orca/sp/SP0165/SP0165.inp,59d536341d730b3f425ef06e3e23a11e09f51e2f4dc3a65e8210f0a9a6349f01,tier1:redox:A008:S005:q-1:m1,e8fe553871b2f644e3ee1acbdcd018bb340b848d0665acde03d4f045b2768e27,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0166,smd_energy_sp,D022_QP2_M1,S005,runs/orca/sp/SP0166/SP0166.inp,579da1ae1b0a8440836ee0279886150d3be143feec8326209dfc37270e743789,surrogate:sigma_preopt:D022:S005:q2:m1,cb5126aac74487a56020b32b2919f0e5221e1e57fe31695b5204a861784309f8,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0167,smd_energy_sp,D026_QP2_M1,S005,runs/orca/sp/SP0167/SP0167.inp,3364f34eef89110203abeb8a5d839ed24896d4bc29783ec067d3146fea96886e,surrogate:sigma_preopt:D026:S005:q2:m1,2bc45bd2e0ebcddb6ce12237ee9b352fb35e95ff190c99c9217917d6b3c5baf7,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0168,smd_energy_sp,D027_QP2_M1,S005,runs/orca/sp/SP0168/SP0168.inp,59e23f93bfcf72264d4dbaa61ae828893724acbb60fe0e2d489be779c359d8a6,surrogate:sigma_preopt:D027:S005:q2:m1,d72a73bf0f8bd767c372a6f95b616d070d173f3f762e58f4fc1ba04a58395b4a,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0169,smd_energy_sp,D042_QP2_M1,S005,runs/orca/sp/SP0169/SP0169.inp,2619ebeed417a720b08ea44748a56cd60c51c3accb68a9c409fbb1b8f50cf61b,surrogate:sigma_preopt:D042:S005:q2:m1,35a346dd6fd8d0acd646af44b8611cd55c2bafab15b4961884a2af0eea3bbe29,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0170,smd_energy_sp,D058_QP2_M1,S005,runs/orca/sp/SP0170/SP0170.inp,00b962db27fb0427f272ed2f7c765edde6a260437b8583a2c7b0f4e33b534218,surrogate:sigma_preopt:D058:S005:q2:m1,7388d218b03d3f07a8d478a44558c9c4effbe5d8764a39a8cb783f1e0115711c,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0171,smd_energy_sp,D086_QP2_M1,S005,runs/orca/sp/SP0171/SP0171.inp,4f15dbfd053f9633d65f32a7ba0a2b418f9df3de6f88e5a73e17fab540b52c5b,surrogate:sigma_preopt:D086:S005:q2:m1,9ad3364ca542202c91e3ab90c9562cb5bc062a218836e278806484122d7501ce,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,4.22,ready,
SP0172,smd_energy_sp,M013_Q0_M1,S005,runs/orca/sp/SP0172/SP0172.inp,724437e9e98cf0fcb3951fcdd2d02b09b7e16b5edbe9349e8d46d4035eb2adf5,tier1:redox:M013:S005:q0:m1,731a6774fc01871ea70155492f32fd1c0905a86495b90c82edb49617312c031d,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0173,smd_energy_sp,M013_QP1_M2,S005,runs/orca/sp/SP0173/SP0173.inp,bcd77f012d4cebae1603bdfb94eab695cdb01d9814a0c43f74fbc098dd706b0f,tier1:redox:M013:S005:q1:m2,95b16843a051e6b91d16f3aeaf999ca90b43059155a17f38d6cc85f50238a659,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0174,smd_energy_sp,M022_Q0_M1,S005,runs/orca/sp/SP0174/SP0174.inp,d76729e1952ad2b638717504c43e9291b6ab44a05184cd0fe8138002e127a4af,tier1:redox:M022:S005:q0:m1,88aec2473f2371cecbde12134ee3354389ae3180ffcca67f12e221553ddcfc31,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0175,smd_energy_sp,M022_QP1_M2,S005,runs/orca/sp/SP0175/SP0175.inp,84b9adee4bb7e8e49e971fa9be60d05bc692ae0099d2272e2721f768fd198dde,tier1:redox:M022:S005:q1:m2,140b0cfe2e8865717b4b2d095a5fa517278544d2101550fa4e9c2280bd5915b6,6081598179efd9e152f2a5286000222d826f38a6215f04a8ed4e35831524afa6,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
