job_id,job_class,state_id,solvent_id,input_path,input_sha256,geometry_key,geometry_sha256,smd_payload_sha256,workflow_revision,method_id,thermochemistry_convention_id,nprocs,maxcore_mb_per_rank,planning_core_h,status,reason
SP0230,smd_energy_sp,A011_Q0_M2,S007,runs/orca/sp/SP0230/SP0230.inp,c01bc1ebef98836e574553693273cba3a8b07ccd474a213179cd5e92ac094cf8,tier1:redox:A011:S007:q0:m2,4ef4f79c50ca1be022a9ca3dd5c0a459465049e58668e44e5beb63440a3f12d3,a992825d815fb93114be440e17b44b5a4440e2f2456f2cfe01b058caa52a1202,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
SP0339,smd_energy_sp,A002_Q0_M2,S012,runs/orca/sp/SP0339/SP0339.inp,700f90907a1cb8b4658520461c0c1210b8a8429ddf14ead7fe3d5fae3b4db4a3,tier1:redox:A002:S012:q0:m2,f738efd02253c992e8934900b876fdb9d2a696d4327d050aa9212cd8e90fdbf6,760ecb209a52b58e33fcc8351dce25430d68cde31d5a377df451f86906ceb75e,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,not_applicable,8,3000,1.74,ready,
