state_id,solvent_id,geometry_hash,E_base_MACE_eV,feature_cache_key,checkpoint_sha256,feature_schema_revision
A002_QM1_M1,S004,0ceed7e96fd9e0e4fa342d34feb8891e81ea93ae89c6789964e0df2558f757db,-11554.867855901,6f2290750f13a6538d20540ad14fc5e1044388508941b704b3404f6080cd5052,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S005,05bc09a3989d4153258c513b04b0417700722dc59f46a659fed706b2cc3da590,-11554.8681193593,9c2abd79f7e598005fe3f076db6ed803f4cc0824d6857294dd4cb9d2e5cbd84b,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S006,6389fd70e72cf5847f2ba4614ec5c44256f0d00911635ca9d779cf6ed036e8ed,-11554.8678084867,f4167b0545a46c2208443a19c42208df89591b10be75be601696b2cee0cb809b,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S007,e2f9b877bce35008bd31b302d32ee4fccf60cc7e5d2795f1ffa248d9b600e6df,-11554.8676678721,86c428154572e4378edd29287f5366c4f0a95cc13897526ef1799ce251142974,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S008,a48f9fc39b26020709693d15ef4bff19ac400aefd516a1fd501c687038049c00,-11554.8705301615,01413fdc88ba4220baa149a953c3055364871816a98004b8e5dee06fd62d774f,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S009,1f9e718b03224d4138b4f0f68beee9b1d34f5b97a3da4868e6acf7d4c70d9644,-11554.8678207956,6ad80058f8b6fd1945839c34e6d5e28817c4b8eb458849519f04f7869db38a40,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S010,7d31c42110b4593b77ad4f0633e0ce238aba19bf2ff06e3347360040b56d2cbf,-11554.8674484036,f40841651b1690b55c1c57571c1eda3664f6f8fe330938b6d908e41a2ed5bde8,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S011,50b1ff2384c518b2205f23960a3e189f5e5081b61bfad5785bc2581a16bcce63,-11554.8677348537,0018d423a09e26dda5a65797f8ff09c23e390657cc380b7bac8e1b9cbe93bfa9,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S012,22d23c4f5daa182d978af66d1ae6858d8891f9851d0cda6d8cad31088c19bed6,-11554.8677122509,1a116864cd2fbcdb52f3278549c020c8007be64e286661a5f8c74cd91ace0689,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S013,3014ab67324b201d4180942da5ccb4b4d9fa3882220d6ae86b024518a6977976,-11554.8679152154,d67aba738107380f7fa6be2dfef99f7cbe037aadf1556e24b0d4c03dc8a67377,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S014,660ddbd845a98587d4eea9304d07b044184bc599591f2f0a709186c2402e4172,-11554.8729024431,60e54c6f30ec7dc6cd7b6d43240616a2ddcb574ce6611541ef06dcd4c534feb1,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S015,d1c6bc6a484486a659c55d5aa9df17407e39ccadb9961c358d206e8f724a2087,-11554.8693514041,9efb07c06886de03173c14f7276b7e2fa1e5abba72ebdd17ecee522f6afd0ced,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S016,9b3026b63a50780b71bd233cb1830d8185374d68bfb865e6d07cf386be5fc67e,-11554.8697385125,1de31521d8ca35d42e0e9cf32ec7f98e2982e36c7651f1847e392f9d8b127638,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S017,237b010df545897f0dcb7c49abeb601581adef79c31e0c038af394467e117235,-11554.8689661797,fbd96cb2bcb73f20f09001dde20ee02595b9e305cbd3eab54fffa662a3b3a037,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S018,484f39a50d10992dd399cad1562b657a97aeca66ed256b80f87959db54710a14,-11554.8697120578,ed9f934a1f285c217999cd5ebb46188e2f33ecb53679d71a847c490c7929ce34,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S019,80043e8fd13e9c1d2cdd9e8ce4ff80cfb3c68e20c6f144ae5409ccb4771f8e9e,-11554.8679927886,8a1895213ea23f019852ede9faea9116884d0823aaa960e50e56ac0b79c4e77c,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S020,bf2a1b3916f307883d5d0332dedf890e28514b8aa4c5c73faeaa3e4743503734,-11554.8696296491,61d9d388e1700f310139805626acd1f77882524d8cae1acb635d7788e41ba257,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S021,5d62c5b1ca0c4f7300cc29c07b66849ac27f9edd3ba22ddd25152f61ec0bf486,-11554.8724557656,674a16bca0594d7614d5d18b30401922219928ef3038e5a60a150b171d004c9d,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S022,0f89e483e9cb123d6a54cb0ebf1ac1c6b680bfcbd276d3649cf79269dc8cd897,-11554.8674068869,75616ea15b420baffd30762a5c242f5006de7eb0a5450eb4e21d44b7140b715f,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S023,60acabf4df2129d1676535e9fd967aa416b33652348b851b59af3276bf7374a4,-11554.8751785943,c9b909fcec485e8574bf5eb438645b5aff3a3551b91a991b7d02418805e56247,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S024,c1cbadfaa4dac093a645e0a7a37b34201a83213167dfe8bbbc2e6fb4be83c241,-11554.8782406363,bda6aa4e9063f8b3581d99303d9559a03351d27baf50d832a6324c9c1cb69c15,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A002_QM1_M1,S025,af092a80de43a7c67d27ceb707eb064ab8642850547b7e9911fb3b2963f2cf06,-11554.870588115,f418e11e853ea5ec9f2ce63d6486db210474f638d4fdb375057b5ea0d3bbaced,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A003_Q0_M2,S005,e14f4bf48e5366d85e6639fd3b8de55052084db409b95208f88b48408fbbd3ba,-20701.355719144,cee58a0ab76c603105da7cbef943dc72032abb45baf748e8dd738f5862898bda,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A003_Q0_M2,S012,a034103c6dbbc21f425e5aa9c983055f4bccaca36d803528c3a3b2fb45781038,-20701.355777791,a88f68f64a2e53827c86009d23759e8766a478a121b748c3aa8bc9d1700b0fb0,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A003_Q0_M2,S017,714211617cc25288304156d2488c4de81ef9ff7c5e10514cf133476b44cf8e37,-20701.3555966239,098e53f0bc866febb978a25162d88fd8d4baf1b5bd3469e9c1d83d33d2ae51d4,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A003_Q0_M2,S023,8644240950de38518ebba69da94aea6b8a6aeabc398470f587d3c71c34b9ea56,-20701.3546764916,c6a2f6e3f06f9ae8f51ce04834aa803ac20a574fea9b896fdee72ba144e37038,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A003_QM1_M1,S005,9b001ffdc8a11ff559a607b1e78cc837ad373850361510763c9a4b023f58e53f,-20707.0413666807,6a38ee51d782fa22c7f101be305af22225b21c64cc3becf996b710cda0c74041,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A003_QM1_M1,S012,71d00862d7b6c452070e1d1caf4eb4bc7e37c274686da993750b72f357a0e3ff,-20707.0411052894,cda1493a24a76ddc6dc2d7360422ee8b00333557919cff0093be2c82d8176db3,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A003_QM1_M1,S017,c5f2ac4d2e671efe8e622a4f151c77c9de77d4e6509334e38334d992d604632c,-20707.041910507,a172e7a4cca396177df48353c5bcc4cff41f3700fe3ebeada04fd6fb3d42edbd,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A003_QM1_M1,S023,42cc2333e311919a3ab2d27d8bb19c6e94952ecaa76f0a982603da27e75355af,-20707.0462889417,2d4d397d9c3b3d5638c026faaefa64ca7a954b3d25d313ce2869cbaf15d62a7e,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A004_Q0_M2,S002,a6d718f2c8406afba8e90a5f9e6396a0c9e2e30e7e3fa90a77ea3a475ed67b93,-26163.7100338397,189d4a0d563bc4c57d1e7382a195073106e8b1962bd8498374546e1e5952852e,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A004_Q0_M2,S006,aeebfb29838da3872bdd0cc393b25bd824edc8a41256082aefde42f000792811,-26163.7126169499,735f69d900a0048ca75179cabe7a3b5b4732702df9265fbca81d22757469c61a,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A004_Q0_M2,S018,ed8337721b15a145cef9852cb4fb3ea465369ffb870037d5920cf3aa8c51bbc3,-26163.7102875257,ecc4b8f8d1191d66a730c27c968a0e04a132a2a620935af5eed2916242f0c163,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A004_Q0_M2,S024,6bd8bc3e23b0d7d57a7bf640fb4a48df8f024ffd08a5fbb44c48308d6c99c663,-26163.7012721339,a89993dcdb658e0c1080f6666a9e29342eecdfc7cb070a6c9a5a8f064c273b4c,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A004_QM1_M1,S002,e8931ef86d99a86e1f39d2ef8d5e42107d9babc17b8bcf1987a415a6984df5e1,-26169.6548201798,dc56ea40232d37f23a567d3b835234661ab4da64fa8d2c38d59fc2ea59f7acdf,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
A004_QM1_M1,S006,103f61ab6933b6755d9ded667b3b0f06de5ec6ca44061a8b10516e4a2de15af5,-26169.6516628764,3e211e8346dce729907092cbb78c9fcb3c2c982c792a649aeb9b1c313532ca28,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,polar1l_rotation_invariants_v1
