job_id,job_class,state_id,solvent_id,input_path,input_sha256,geometry_key,geometry_sha256,smd_registry_row_sha256,smd_payload_sha256,exact_reuse_key,workflow_revision,method_id,thermochemistry_convention_id,nprocs,maxcore_mb_per_rank,planning_core_h,status,reason
OF040,optfreq,A001_Q0_M2,S007,runs/orca/optfreq/OF040/OF040.inp,9315ca1ce280d67f799249a72518854d8ef59869da7bab2a92210cfc97fc9983,tier1:redox:A001:S007:q0:m2,a12d2790ab5be3693f440201fd148dd465bda29997e03744b1a2eb61dc69869b,b1d32a50d1fd87e81e116e3b12ba076a4f1510bbc975de790b7e2914ba7cda1b,bdfff4b97121e7d5cdb7f0d658e82efa6da3238c090896ee64609097ef51a0f3,47e8a21d2aef07480b104ee65add5088055836bbded475c81659db7c2cf83d5c,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,orca_298.15K_1atm_QuasiRRHO_project_1M_v1,8,3000,24.82,ready,
OF041,optfreq,A001_QM1_M1,S007,runs/orca/optfreq/OF041/OF041.inp,ccc84a70a97d8c5d40ff3905df8f83efc44ab5afd5cb120ceb6d59f31e1b008b,tier1:redox:A001:S007:q-1:m1,de6c904a523806582fbf72130da874660be62f64364278b145011b0952e585ce,b1d32a50d1fd87e81e116e3b12ba076a4f1510bbc975de790b7e2914ba7cda1b,bdfff4b97121e7d5cdb7f0d658e82efa6da3238c090896ee64609097ef51a0f3,f3258c65556de93fd9cc8f9eb1e9e6c5af706decd13a52cb0fbab0aa5c3462ff,jhtvs-ft0806-optfreq-v3,T2_wB97X-D3_OptFreq_TZVPD-SP_SMD_v4,orca_298.15K_1atm_QuasiRRHO_project_1M_v1,8,3000,24.82,ready,
