record_id,submission_id,scheduler_job_id,array_task,slots,wallclock_s,core_h,exit_status,failed,logical_jobs,completed_logical_jobs,runner_status,qacct_path,qacct_sha256,collected_at_utc
423451.166,20260808-fullspace-sigma-preopt-v1,423451,166,1,141,0.03916667,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1660,20260808-fullspace-sigma-preopt-v1,423451,1660,1,28,0.00777778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1661,20260808-fullspace-sigma-preopt-v1,423451,1661,1,28,0.00777778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1662,20260808-fullspace-sigma-preopt-v1,423451,1662,1,30,0.00833333,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1663,20260808-fullspace-sigma-preopt-v1,423451,1663,1,30,0.00833333,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1664,20260808-fullspace-sigma-preopt-v1,423451,1664,1,25,0.00694444,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1665,20260808-fullspace-sigma-preopt-v1,423451,1665,1,28,0.00777778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1666,20260808-fullspace-sigma-preopt-v1,423451,1666,1,32,0.00888889,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1667,20260808-fullspace-sigma-preopt-v1,423451,1667,1,25,0.00694444,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1668,20260808-fullspace-sigma-preopt-v1,423451,1668,1,25,0.00694444,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1669,20260808-fullspace-sigma-preopt-v1,423451,1669,1,30,0.00833333,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.167,20260808-fullspace-sigma-preopt-v1,423451,167,1,133,0.03694444,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1670,20260808-fullspace-sigma-preopt-v1,423451,1670,1,37,0.01027778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1671,20260808-fullspace-sigma-preopt-v1,423451,1671,1,23,0.00638889,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1672,20260808-fullspace-sigma-preopt-v1,423451,1672,1,32,0.00888889,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1673,20260808-fullspace-sigma-preopt-v1,423451,1673,1,21,0.00583333,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1674,20260808-fullspace-sigma-preopt-v1,423451,1674,1,24,0.00666667,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1675,20260808-fullspace-sigma-preopt-v1,423451,1675,1,29,0.00805556,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1676,20260808-fullspace-sigma-preopt-v1,423451,1676,1,45,0.01250000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1677,20260808-fullspace-sigma-preopt-v1,423451,1677,1,49,0.01361111,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1678,20260808-fullspace-sigma-preopt-v1,423451,1678,1,49,0.01361111,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1679,20260808-fullspace-sigma-preopt-v1,423451,1679,1,43,0.01194444,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.168,20260808-fullspace-sigma-preopt-v1,423451,168,1,147,0.04083333,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1680,20260808-fullspace-sigma-preopt-v1,423451,1680,1,54,0.01500000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1681,20260808-fullspace-sigma-preopt-v1,423451,1681,1,45,0.01250000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1682,20260808-fullspace-sigma-preopt-v1,423451,1682,1,45,0.01250000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1683,20260808-fullspace-sigma-preopt-v1,423451,1683,1,56,0.01555556,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1684,20260808-fullspace-sigma-preopt-v1,423451,1684,1,45,0.01250000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1685,20260808-fullspace-sigma-preopt-v1,423451,1685,1,46,0.01277778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1686,20260808-fullspace-sigma-preopt-v1,423451,1686,1,46,0.01277778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1687,20260808-fullspace-sigma-preopt-v1,423451,1687,1,47,0.01305556,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1688,20260808-fullspace-sigma-preopt-v1,423451,1688,1,45,0.01250000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1689,20260808-fullspace-sigma-preopt-v1,423451,1689,1,51,0.01416667,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.169,20260808-fullspace-sigma-preopt-v1,423451,169,1,147,0.04083333,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1690,20260808-fullspace-sigma-preopt-v1,423451,1690,1,45,0.01250000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1691,20260808-fullspace-sigma-preopt-v1,423451,1691,1,46,0.01277778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1692,20260808-fullspace-sigma-preopt-v1,423451,1692,1,46,0.01277778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1693,20260808-fullspace-sigma-preopt-v1,423451,1693,1,46,0.01277778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1694,20260808-fullspace-sigma-preopt-v1,423451,1694,1,45,0.01250000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1695,20260808-fullspace-sigma-preopt-v1,423451,1695,1,44,0.01222222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1696,20260808-fullspace-sigma-preopt-v1,423451,1696,1,51,0.01416667,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1697,20260808-fullspace-sigma-preopt-v1,423451,1697,1,46,0.01277778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1698,20260808-fullspace-sigma-preopt-v1,423451,1698,1,49,0.01361111,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1699,20260808-fullspace-sigma-preopt-v1,423451,1699,1,44,0.01222222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.17,20260808-fullspace-sigma-preopt-v1,423451,17,1,10,0.00277778,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.170,20260808-fullspace-sigma-preopt-v1,423451,170,1,143,0.03972222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1700,20260808-fullspace-sigma-preopt-v1,423451,1700,1,59,0.01638889,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1701,20260808-fullspace-sigma-preopt-v1,423451,1701,1,54,0.01500000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1702,20260808-fullspace-sigma-preopt-v1,423451,1702,1,52,0.01444444,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1703,20260808-fullspace-sigma-preopt-v1,423451,1703,1,54,0.01500000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1704,20260808-fullspace-sigma-preopt-v1,423451,1704,1,53,0.01472222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1705,20260808-fullspace-sigma-preopt-v1,423451,1705,1,54,0.01500000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1706,20260808-fullspace-sigma-preopt-v1,423451,1706,1,53,0.01472222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1707,20260808-fullspace-sigma-preopt-v1,423451,1707,1,54,0.01500000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1708,20260808-fullspace-sigma-preopt-v1,423451,1708,1,51,0.01416667,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1709,20260808-fullspace-sigma-preopt-v1,423451,1709,1,53,0.01472222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.171,20260808-fullspace-sigma-preopt-v1,423451,171,1,131,0.03638889,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1710,20260808-fullspace-sigma-preopt-v1,423451,1710,1,53,0.01472222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1711,20260808-fullspace-sigma-preopt-v1,423451,1711,1,54,0.01500000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1712,20260808-fullspace-sigma-preopt-v1,423451,1712,1,53,0.01472222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1713,20260808-fullspace-sigma-preopt-v1,423451,1713,1,53,0.01472222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1714,20260808-fullspace-sigma-preopt-v1,423451,1714,1,51,0.01416667,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1715,20260808-fullspace-sigma-preopt-v1,423451,1715,1,52,0.01444444,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1716,20260808-fullspace-sigma-preopt-v1,423451,1716,1,53,0.01472222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1717,20260808-fullspace-sigma-preopt-v1,423451,1717,1,53,0.01472222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1718,20260808-fullspace-sigma-preopt-v1,423451,1718,1,53,0.01472222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1719,20260808-fullspace-sigma-preopt-v1,423451,1719,1,54,0.01500000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.172,20260808-fullspace-sigma-preopt-v1,423451,172,1,142,0.03944444,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1720,20260808-fullspace-sigma-preopt-v1,423451,1720,1,56,0.01555556,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1721,20260808-fullspace-sigma-preopt-v1,423451,1721,1,51,0.01416667,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1722,20260808-fullspace-sigma-preopt-v1,423451,1722,1,52,0.01444444,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1723,20260808-fullspace-sigma-preopt-v1,423451,1723,1,54,0.01500000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1724,20260808-fullspace-sigma-preopt-v1,423451,1724,1,50,0.01388889,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1725,20260808-fullspace-sigma-preopt-v1,423451,1725,1,51,0.01416667,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1726,20260808-fullspace-sigma-preopt-v1,423451,1726,1,35,0.00972222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1727,20260808-fullspace-sigma-preopt-v1,423451,1727,1,31,0.00861111,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1728,20260808-fullspace-sigma-preopt-v1,423451,1728,1,35,0.00972222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1729,20260808-fullspace-sigma-preopt-v1,423451,1729,1,35,0.00972222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.173,20260808-fullspace-sigma-preopt-v1,423451,173,1,119,0.03305556,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1730,20260808-fullspace-sigma-preopt-v1,423451,1730,1,35,0.00972222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1731,20260808-fullspace-sigma-preopt-v1,423451,1731,1,35,0.00972222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1732,20260808-fullspace-sigma-preopt-v1,423451,1732,1,35,0.00972222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1733,20260808-fullspace-sigma-preopt-v1,423451,1733,1,31,0.00861111,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1734,20260808-fullspace-sigma-preopt-v1,423451,1734,1,36,0.01000000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1735,20260808-fullspace-sigma-preopt-v1,423451,1735,1,36,0.01000000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1736,20260808-fullspace-sigma-preopt-v1,423451,1736,1,35,0.00972222,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1737,20260808-fullspace-sigma-preopt-v1,423451,1737,1,36,0.01000000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1738,20260808-fullspace-sigma-preopt-v1,423451,1738,1,36,0.01000000,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
423451.1739,20260808-fullspace-sigma-preopt-v1,423451,1739,1,34,0.00944444,0,0,1,1,complete,runs/hpc/submissions/20260808-fullspace-sigma-preopt-v1/qacct.txt,a553da389d3883465b6d4d9ac4f8c068ec20c2649ce022f5e6ce22d2348aac46,2026-08-08T11:00:08.488969+00:00
