state_id,solvent_id,geometry_hash,formal_charge,multiplicity,feature_cache_key,feature_path,feature_sha256,feature_dim,E_base_MACE_eV,checkpoint_name,checkpoint_sha256,mace_version,mace_source_commit,mace_package_sha256,graph_electrostatics_version,graph_electrostatics_commit,graph_electrostatics_package_sha256,default_dtype,feature_schema_revision,invariant_layout_sha256,raw_output_shapes
A002_Q0_M2,S003,ad780b2f95304732421d87979beb3cc437341b5a46aa85234c2c193f2e8d5586,0,2,0599ceb3fb1521907d8c8eadff01ad583b7ea47d14858b3416afbc047ce0d1ae,artifacts/base_features/05/0599ceb3fb1521907d8c8eadff01ad583b7ea47d14858b3416afbc047ce0d1ae.npz,f86a438b02e14152cb1c2e4a52f1433d3540e6ce75605e54281e3a5d88197a36,3095,-11547.2397513358,polar-1-l,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,0.3.16,4d2da09413ac1407f37cdbb6b81fa28e4c15655e,e552c116b7d2c653f98b01f5c4fd599997f19f669a32bc6bf16396dd9f79365b,0.4.0,0e21d5546c482d08388a08eb4d948e833227ce47,079b233934150a3eee30444ce2408e09895ec4dd958ec60a822f870fa1284b99,float64,polar1l_rotation_invariants_v1,7beb8d4d9a8231a484c0bb6ff44b6b2e450eee2ca8a447370f350ed8678929cb,"{""density_coefficients"":[5,4],""dipole"":[1,3],""electron_energy"":[1],""electrostatic_energy"":[1],""energy"":[1],""node_feats"":[5,13824],""spin_charge_density"":[5,2,4],""spin_density"":[5,4]}"
A002_Q0_M2,S004,6c2ec646d07676adf8e5545a5ceb5e0989df0853fd73f4a310dce9942244cc9d,0,2,7fbcf403f0cf3632ab2302e485de9308442f2f5819fc5f561550f40941a6ec9a,artifacts/base_features/7f/7fbcf403f0cf3632ab2302e485de9308442f2f5819fc5f561550f40941a6ec9a.npz,e6e8bea97f6916e4ea303dbdbeaba303b453fe84cbae540213dbbcc211720d6d,3095,-11547.2397399119,polar-1-l,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,0.3.16,4d2da09413ac1407f37cdbb6b81fa28e4c15655e,e552c116b7d2c653f98b01f5c4fd599997f19f669a32bc6bf16396dd9f79365b,0.4.0,0e21d5546c482d08388a08eb4d948e833227ce47,079b233934150a3eee30444ce2408e09895ec4dd958ec60a822f870fa1284b99,float64,polar1l_rotation_invariants_v1,7beb8d4d9a8231a484c0bb6ff44b6b2e450eee2ca8a447370f350ed8678929cb,"{""density_coefficients"":[5,4],""dipole"":[1,3],""electron_energy"":[1],""electrostatic_energy"":[1],""energy"":[1],""node_feats"":[5,13824],""spin_charge_density"":[5,2,4],""spin_density"":[5,4]}"
A002_Q0_M2,S005,6198fbb6669a61c27219e345dd5c9edc527fc27cb67059aafbc068dab6c08971,0,2,ac71f51198c1b4c1fb4d9462a4fa0d1d94e9c7575e4dfa8cb64ffb5c32572bda,artifacts/base_features/ac/ac71f51198c1b4c1fb4d9462a4fa0d1d94e9c7575e4dfa8cb64ffb5c32572bda.npz,8ec3cedc130caadde152e382d893eb06eb95fc0fac1ff6b169ffcbb5e6c4904c,3095,-11547.2397310306,polar-1-l,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,0.3.16,4d2da09413ac1407f37cdbb6b81fa28e4c15655e,e552c116b7d2c653f98b01f5c4fd599997f19f669a32bc6bf16396dd9f79365b,0.4.0,0e21d5546c482d08388a08eb4d948e833227ce47,079b233934150a3eee30444ce2408e09895ec4dd958ec60a822f870fa1284b99,float64,polar1l_rotation_invariants_v1,7beb8d4d9a8231a484c0bb6ff44b6b2e450eee2ca8a447370f350ed8678929cb,"{""density_coefficients"":[5,4],""dipole"":[1,3],""electron_energy"":[1],""electrostatic_energy"":[1],""energy"":[1],""node_feats"":[5,13824],""spin_charge_density"":[5,2,4],""spin_density"":[5,4]}"
A002_Q0_M2,S006,7a39d8c734e407a3e8a74b4006d61f8466be2a6aaff3fbb382dcbc8107bdd8f1,0,2,99d292b33991eb42dbd70870de5a53ae53326d58686407809be63441e3e94ca4,artifacts/base_features/99/99d292b33991eb42dbd70870de5a53ae53326d58686407809be63441e3e94ca4.npz,482246da18e053b60e8a30bbf5ac5868807c2f26e420fe9f4943edf9229bae13,3095,-11547.2397415427,polar-1-l,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,0.3.16,4d2da09413ac1407f37cdbb6b81fa28e4c15655e,e552c116b7d2c653f98b01f5c4fd599997f19f669a32bc6bf16396dd9f79365b,0.4.0,0e21d5546c482d08388a08eb4d948e833227ce47,079b233934150a3eee30444ce2408e09895ec4dd958ec60a822f870fa1284b99,float64,polar1l_rotation_invariants_v1,7beb8d4d9a8231a484c0bb6ff44b6b2e450eee2ca8a447370f350ed8678929cb,"{""density_coefficients"":[5,4],""dipole"":[1,3],""electron_energy"":[1],""electrostatic_energy"":[1],""energy"":[1],""node_feats"":[5,13824],""spin_charge_density"":[5,2,4],""spin_density"":[5,4]}"
A002_Q0_M2,S007,8b6a6ed9e6fbfa318194cdcead28029932a3e3617f39cc87a2224758bb6d4237,0,2,f6287895e5c01f85fd7094feb292770eb7b193b12f3125d929b3b48722fb8809,artifacts/base_features/f6/f6287895e5c01f85fd7094feb292770eb7b193b12f3125d929b3b48722fb8809.npz,2c6db15ea220c56e712b7affb93bf040ac3bdec10dc647efd26b0c1667c09cf1,3095,-11547.239746111,polar-1-l,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,0.3.16,4d2da09413ac1407f37cdbb6b81fa28e4c15655e,e552c116b7d2c653f98b01f5c4fd599997f19f669a32bc6bf16396dd9f79365b,0.4.0,0e21d5546c482d08388a08eb4d948e833227ce47,079b233934150a3eee30444ce2408e09895ec4dd958ec60a822f870fa1284b99,float64,polar1l_rotation_invariants_v1,7beb8d4d9a8231a484c0bb6ff44b6b2e450eee2ca8a447370f350ed8678929cb,"{""density_coefficients"":[5,4],""dipole"":[1,3],""electron_energy"":[1],""electrostatic_energy"":[1],""energy"":[1],""node_feats"":[5,13824],""spin_charge_density"":[5,2,4],""spin_density"":[5,4]}"
A002_Q0_M2,S008,9c911056e0272330262d4581ca84e5a2199d661de3d1255ff665e7e3d4c3ef36,0,2,fe5756f7d2cf09b39f2b5976fec9dc1e2f03c95c87898cbb6427b09d1b2c984b,artifacts/base_features/fe/fe5756f7d2cf09b39f2b5976fec9dc1e2f03c95c87898cbb6427b09d1b2c984b.npz,26985aed3423c3693eda9584ebb28d50514a93326b961d4ff05800edabe87b6c,3095,-11547.2396491758,polar-1-l,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,0.3.16,4d2da09413ac1407f37cdbb6b81fa28e4c15655e,e552c116b7d2c653f98b01f5c4fd599997f19f669a32bc6bf16396dd9f79365b,0.4.0,0e21d5546c482d08388a08eb4d948e833227ce47,079b233934150a3eee30444ce2408e09895ec4dd958ec60a822f870fa1284b99,float64,polar1l_rotation_invariants_v1,7beb8d4d9a8231a484c0bb6ff44b6b2e450eee2ca8a447370f350ed8678929cb,"{""density_coefficients"":[5,4],""dipole"":[1,3],""electron_energy"":[1],""electrostatic_energy"":[1],""energy"":[1],""node_feats"":[5,13824],""spin_charge_density"":[5,2,4],""spin_density"":[5,4]}"
A002_Q0_M2,S009,a2bc50aee9a2c9d27e46619c47e11551f333ea5006dc8001d0a28ed02d6428eb,0,2,349b9330983cb632762df9f5ee489627c5e3e34b96cdd9501b818c93ec6bf006,artifacts/base_features/34/349b9330983cb632762df9f5ee489627c5e3e34b96cdd9501b818c93ec6bf006.npz,39b70bc150b5ef364f347c1d6c5743b96ab48c078ff11a16a9ef10854a135c8d,3095,-11547.2397409703,polar-1-l,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,0.3.16,4d2da09413ac1407f37cdbb6b81fa28e4c15655e,e552c116b7d2c653f98b01f5c4fd599997f19f669a32bc6bf16396dd9f79365b,0.4.0,0e21d5546c482d08388a08eb4d948e833227ce47,079b233934150a3eee30444ce2408e09895ec4dd958ec60a822f870fa1284b99,float64,polar1l_rotation_invariants_v1,7beb8d4d9a8231a484c0bb6ff44b6b2e450eee2ca8a447370f350ed8678929cb,"{""density_coefficients"":[5,4],""dipole"":[1,3],""electron_energy"":[1],""electrostatic_energy"":[1],""energy"":[1],""node_feats"":[5,13824],""spin_charge_density"":[5,2,4],""spin_density"":[5,4]}"
A002_Q0_M2,S010,5f2d356204585e7a3a870bbc2d21616e69e3b5e16c7eccfaab562a800a406fc6,0,2,0232c3d884b556b49be4e9e65bc271cd4a5021a3555f372733ac415cd1896175,artifacts/base_features/02/0232c3d884b556b49be4e9e65bc271cd4a5021a3555f372733ac415cd1896175.npz,863a874fa2cf489eb5b0ffb1b5b1abfd34fcc4f34edd4aa8b49ee99be0d06096,3095,-11547.239753394,polar-1-l,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,0.3.16,4d2da09413ac1407f37cdbb6b81fa28e4c15655e,e552c116b7d2c653f98b01f5c4fd599997f19f669a32bc6bf16396dd9f79365b,0.4.0,0e21d5546c482d08388a08eb4d948e833227ce47,079b233934150a3eee30444ce2408e09895ec4dd958ec60a822f870fa1284b99,float64,polar1l_rotation_invariants_v1,7beb8d4d9a8231a484c0bb6ff44b6b2e450eee2ca8a447370f350ed8678929cb,"{""density_coefficients"":[5,4],""dipole"":[1,3],""electron_energy"":[1],""electrostatic_energy"":[1],""energy"":[1],""node_feats"":[5,13824],""spin_charge_density"":[5,2,4],""spin_density"":[5,4]}"
A002_Q0_M2,S011,a2f3d5336632da19de425f4ce59852b8908a3c5e52754a47356fe2a23962ecd3,0,2,71e9dfc3c46b4ccf43953de5fda24bd609c236fabc26ed836d72499a944c7294,artifacts/base_features/71/71e9dfc3c46b4ccf43953de5fda24bd609c236fabc26ed836d72499a944c7294.npz,dcfdcbfc8cf827386a343fdb064254f56d832d67ac25993cb866d1d0ee415c99,3095,-11547.2397440049,polar-1-l,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,0.3.16,4d2da09413ac1407f37cdbb6b81fa28e4c15655e,e552c116b7d2c653f98b01f5c4fd599997f19f669a32bc6bf16396dd9f79365b,0.4.0,0e21d5546c482d08388a08eb4d948e833227ce47,079b233934150a3eee30444ce2408e09895ec4dd958ec60a822f870fa1284b99,float64,polar1l_rotation_invariants_v1,7beb8d4d9a8231a484c0bb6ff44b6b2e450eee2ca8a447370f350ed8678929cb,"{""density_coefficients"":[5,4],""dipole"":[1,3],""electron_energy"":[1],""electrostatic_energy"":[1],""energy"":[1],""node_feats"":[5,13824],""spin_charge_density"":[5,2,4],""spin_density"":[5,4]}"
A002_Q0_M2,S012,f738efd02253c992e8934900b876fdb9d2a696d4327d050aa9212cd8e90fdbf6,0,2,df38f3476481dab7d9f2568ef9ac44eab7e0f018e96866c957457968dccd386d,artifacts/base_features/df/df38f3476481dab7d9f2568ef9ac44eab7e0f018e96866c957457968dccd386d.npz,47834951ed68d61fe59ad1ae98fd6455003d6a7223d34023568781be54e298b5,3095,-11547.2397446853,polar-1-l,9f65f8dc6ddaff1d631e299cb531376a7da5e68d1bef04f34a2d5073d5ef114b,0.3.16,4d2da09413ac1407f37cdbb6b81fa28e4c15655e,e552c116b7d2c653f98b01f5c4fd599997f19f669a32bc6bf16396dd9f79365b,0.4.0,0e21d5546c482d08388a08eb4d948e833227ce47,079b233934150a3eee30444ce2408e09895ec4dd958ec60a822f870fa1284b99,float64,polar1l_rotation_invariants_v1,7beb8d4d9a8231a484c0bb6ff44b6b2e450eee2ca8a447370f350ed8678929cb,"{""density_coefficients"":[5,4],""dipole"":[1,3],""electron_energy"":[1],""electrostatic_energy"":[1],""energy"":[1],""node_feats"":[5,13824],""spin_charge_density"":[5,2,4],""spin_density"":[5,4]}"
