state_id,parent_id,entity_type,species_name,smiles_or_generator,canonical_smiles,family,target_object_definition,state_label,formal_charge,multiplicity,reference_geometry_protocol,reference_geometry_key,source_id
M071_Q0_M1,M071,monomer,N-Methylcarbazole,Cn1c2ccccc2c2ccccc21,Cn1c2ccccc2c2ccccc21,Carbazoles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M071:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M071_QP1_M2,M071,monomer,N-Methylcarbazole,Cn1c2ccccc2c2ccccc21,Cn1c2ccccc2c2ccccc21,Carbazoles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M071:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M072_Q0_M1,M072,monomer,N-Ethylcarbazole,CCn1c2ccccc2c2ccccc21,CCn1c2ccccc2c2ccccc21,Carbazoles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M072:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M072_QP1_M2,M072,monomer,N-Ethylcarbazole,CCn1c2ccccc2c2ccccc21,CCn1c2ccccc2c2ccccc21,Carbazoles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M072:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M073_Q0_M1,M073,monomer,N-Hexylcarbazole,CCCCCCn1c2ccccc2c2ccccc21,CCCCCCn1c2ccccc2c2ccccc21,Carbazoles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M073:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M073_QP1_M2,M073,monomer,N-Hexylcarbazole,CCCCCCn1c2ccccc2c2ccccc21,CCCCCCn1c2ccccc2c2ccccc21,Carbazoles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M073:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M074_Q0_M1,M074,monomer,N-Octylcarbazole,CCCCCCCCn1c2ccccc2c2ccccc21,CCCCCCCCn1c2ccccc2c2ccccc21,Carbazoles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M074:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M074_QP1_M2,M074,monomer,N-Octylcarbazole,CCCCCCCCn1c2ccccc2c2ccccc21,CCCCCCCCn1c2ccccc2c2ccccc21,Carbazoles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M074:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M075_Q0_M1,M075,monomer,N-Vinylcarbazole,C=Cn1c2ccccc2c2ccccc21,C=Cn1c2ccccc2c2ccccc21,Carbazoles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M075:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M075_QP1_M2,M075,monomer,N-Vinylcarbazole,C=Cn1c2ccccc2c2ccccc21,C=Cn1c2ccccc2c2ccccc21,Carbazoles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M075:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M076_Q0_M1,M076,monomer,"3,6-Bis(thiophen-2-yl)-9-methylcarbazole",Cn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,Cn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,Carbazoles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M076:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M076_QP1_M2,M076,monomer,"3,6-Bis(thiophen-2-yl)-9-methylcarbazole",Cn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,Cn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,Carbazoles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M076:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M077_Q0_M1,M077,monomer,"3,6-Bis(EDOT-2-yl)-9-methylcarbazole",Cn1c2ccc(-c3scc4c3OCCO4)cc2c2cc(-c3scc4c3OCCO4)ccc21,Cn1c2ccc(-c3scc4c3OCCO4)cc2c2cc(-c3scc4c3OCCO4)ccc21,Carbazoles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M077:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M077_QP1_M2,M077,monomer,"3,6-Bis(EDOT-2-yl)-9-methylcarbazole",Cn1c2ccc(-c3scc4c3OCCO4)cc2c2cc(-c3scc4c3OCCO4)ccc21,Cn1c2ccc(-c3scc4c3OCCO4)cc2c2cc(-c3scc4c3OCCO4)ccc21,Carbazoles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M077:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M078_Q0_M1,M078,monomer,"9,9-Dimethylfluorene",CC1(C)c2ccccc2-c2ccccc21,CC1(C)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M078:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M078_QP1_M2,M078,monomer,"9,9-Dimethylfluorene",CC1(C)c2ccccc2-c2ccccc21,CC1(C)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M078:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M079_Q0_M1,M079,monomer,"9,9-Diethylfluorene",CCC1(CC)c2ccccc2-c2ccccc21,CCC1(CC)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M079:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M079_QP1_M2,M079,monomer,"9,9-Diethylfluorene",CCC1(CC)c2ccccc2-c2ccccc21,CCC1(CC)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M079:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M080_Q0_M1,M080,monomer,"9,9-Dipropylfluorene",CCCC1(CCC)c2ccccc2-c2ccccc21,CCCC1(CCC)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M080:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M080_QP1_M2,M080,monomer,"9,9-Dipropylfluorene",CCCC1(CCC)c2ccccc2-c2ccccc21,CCCC1(CCC)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M080:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M081_Q0_M1,M081,monomer,"9,9-Dibutylfluorene",CCCCC1(CCCC)c2ccccc2-c2ccccc21,CCCCC1(CCCC)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M081:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M081_QP1_M2,M081,monomer,"9,9-Dibutylfluorene",CCCCC1(CCCC)c2ccccc2-c2ccccc21,CCCCC1(CCCC)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M081:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M082_Q0_M1,M082,monomer,"9,9-Dihexylfluorene",CCCCCCC1(CCCCCC)c2ccccc2-c2ccccc21,CCCCCCC1(CCCCCC)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M082:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M082_QP1_M2,M082,monomer,"9,9-Dihexylfluorene",CCCCCCC1(CCCCCC)c2ccccc2-c2ccccc21,CCCCCCC1(CCCCCC)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M082:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M083_Q0_M1,M083,monomer,"9,9-Dioctylfluorene",CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccccc21,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M083:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M083_QP1_M2,M083,monomer,"9,9-Dioctylfluorene",CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccccc21,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccccc21,Fluorenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M083:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M084_Q0_M1,M084,monomer,"4,7-Bis(thiophen-2-yl)-2,1,3-benzothiadiazole (TBT)",c1csc(-c2ccc3nsnc3c2-c2cccs2)c1,c1csc(-c2ccc3nsnc3c2-c2cccs2)c1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M084:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M084_QP1_M2,M084,monomer,"4,7-Bis(thiophen-2-yl)-2,1,3-benzothiadiazole (TBT)",c1csc(-c2ccc3nsnc3c2-c2cccs2)c1,c1csc(-c2ccc3nsnc3c2-c2cccs2)c1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M084:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M085_Q0_M1,M085,monomer,"4,7-Bis(3-hexylthiophen-2-yl)-2,1,3-benzothiadiazole",CCCCCCc1csc(-c2c(-c3sccc3CCCCCC)ccc3nsnc23)c1,CCCCCCc1csc(-c2c(-c3sccc3CCCCCC)ccc3nsnc23)c1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M085:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M085_QP1_M2,M085,monomer,"4,7-Bis(3-hexylthiophen-2-yl)-2,1,3-benzothiadiazole",CCCCCCc1csc(-c2c(-c3sccc3CCCCCC)ccc3nsnc23)c1,CCCCCCc1csc(-c2c(-c3sccc3CCCCCC)ccc3nsnc23)c1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M085:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M086_Q0_M1,M086,monomer,"Thieno[3,4-b]pyrazine",c1cnc2cscc2n1,c1cnc2cscc2n1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M086:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M086_QP1_M2,M086,monomer,"Thieno[3,4-b]pyrazine",c1cnc2cscc2n1,c1cnc2cscc2n1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M086:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M087_Q0_M1,M087,monomer,"2,3-Dimethylthieno[3,4-b]pyrazine",Cc1nc2cscc2nc1C,Cc1nc2cscc2nc1C,Donor–Acceptor units,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M087:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M087_QP1_M2,M087,monomer,"2,3-Dimethylthieno[3,4-b]pyrazine",Cc1nc2cscc2nc1C,Cc1nc2cscc2nc1C,Donor–Acceptor units,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M087:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M088_Q0_M1,M088,monomer,"2,3-Dihexylthieno[3,4-b]pyrazine",CCCCCCc1nc2cscc2nc1CCCCCC,CCCCCCc1nc2cscc2nc1CCCCCC,Donor–Acceptor units,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M088:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M088_QP1_M2,M088,monomer,"2,3-Dihexylthieno[3,4-b]pyrazine",CCCCCCc1nc2cscc2nc1CCCCCC,CCCCCCc1nc2cscc2nc1CCCCCC,Donor–Acceptor units,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M088:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M089_Q0_M1,M089,monomer,"3,6-Bis(thiophen-2-yl)-2,5-dimethyl-DPP (TDPP-Me)",CN1C(=O)C2=C(c3cccs3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cccs3)N(C)C(=O)C2=C1c1cccs1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M089:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M089_QP1_M2,M089,monomer,"3,6-Bis(thiophen-2-yl)-2,5-dimethyl-DPP (TDPP-Me)",CN1C(=O)C2=C(c3cccs3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cccs3)N(C)C(=O)C2=C1c1cccs1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M089:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M090_Q0_M1,M090,monomer,"3,6-Bis(thiophen-2-yl)-2,5-dioctyl-DPP (TDPP-Oct)",CCCCCCCCN1C(=O)C2=C(c3cccs3)N(CCCCCCCC)C(=O)C2=C1c1cccs1,CCCCCCCCN1C(=O)C2=C(c3cccs3)N(CCCCCCCC)C(=O)C2=C1c1cccs1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M090:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M090_QP1_M2,M090,monomer,"3,6-Bis(thiophen-2-yl)-2,5-dioctyl-DPP (TDPP-Oct)",CCCCCCCCN1C(=O)C2=C(c3cccs3)N(CCCCCCCC)C(=O)C2=C1c1cccs1,CCCCCCCCN1C(=O)C2=C(c3cccs3)N(CCCCCCCC)C(=O)C2=C1c1cccs1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M090:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M091_Q0_M1,M091,monomer,"N,N′-Dimethylisoindigo",CN1C(=O)/C(=C2/C(=O)N(C)c3ccccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3ccccc32)c2ccccc21,Donor–Acceptor units,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M091:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M091_QP1_M2,M091,monomer,"N,N′-Dimethylisoindigo",CN1C(=O)/C(=C2/C(=O)N(C)c3ccccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3ccccc32)c2ccccc21,Donor–Acceptor units,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M091:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M092_Q0_M1,M092,monomer,"N,N′-Dioctylisoindigo",CCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCCCCCC)c3ccccc32)c2ccccc21,CCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCCCCCC)c3ccccc32)c2ccccc21,Donor–Acceptor units,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M092:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M092_QP1_M2,M092,monomer,"N,N′-Dioctylisoindigo",CCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCCCCCC)c3ccccc32)c2ccccc21,CCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCCCCCC)c3ccccc32)c2ccccc21,Donor–Acceptor units,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M092:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M093_Q0_M1,M093,monomer,"4,9-bis(thiophen-2-yl)-[1,2,5]thiadiazolo[3,4-g]quinoxaline (TTDQ)",c1csc(-c2c3nccnc3c(-c3cccs3)c3nsnc23)c1,c1csc(-c2c3nccnc3c(-c3cccs3)c3nsnc23)c1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M093:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M093_QP1_M2,M093,monomer,"4,9-bis(thiophen-2-yl)-[1,2,5]thiadiazolo[3,4-g]quinoxaline (TTDQ)",c1csc(-c2c3nccnc3c(-c3cccs3)c3nsnc23)c1,c1csc(-c2c3nccnc3c(-c3cccs3)c3nsnc23)c1,Donor–Acceptor units,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M093:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M094_Q0_M1,M094,monomer,"Cyclopenta[2,1-b:3,4-b′]dithiophene (CPDT)",c1cc2c(s1)-c1sccc1C2,c1cc2c(s1)-c1sccc1C2,Fused-ring systems,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M094:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M094_QP1_M2,M094,monomer,"Cyclopenta[2,1-b:3,4-b′]dithiophene (CPDT)",c1cc2c(s1)-c1sccc1C2,c1cc2c(s1)-c1sccc1C2,Fused-ring systems,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M094:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M095_Q0_M1,M095,monomer,"4,4-Dimethyl-CPDT",CC1(C)c2ccsc2-c2sccc21,CC1(C)c2ccsc2-c2sccc21,Fused-ring systems,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M095:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M095_QP1_M2,M095,monomer,"4,4-Dimethyl-CPDT",CC1(C)c2ccsc2-c2sccc21,CC1(C)c2ccsc2-c2sccc21,Fused-ring systems,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M095:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M096_Q0_M1,M096,monomer,"4,4-Dihexyl-CPDT",CCCCCCC1(CCCCCC)c2ccsc2-c2sccc21,CCCCCCC1(CCCCCC)c2ccsc2-c2sccc21,Fused-ring systems,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M096:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M096_QP1_M2,M096,monomer,"4,4-Dihexyl-CPDT",CCCCCCC1(CCCCCC)c2ccsc2-c2sccc21,CCCCCCC1(CCCCCC)c2ccsc2-c2sccc21,Fused-ring systems,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M096:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M097_Q0_M1,M097,monomer,"Dithieno[3,2-b:2′,3′-d]pyrrole (DTP)",c1cc2[nH]c3ccsc3c2s1,c1cc2[nH]c3ccsc3c2s1,Fused-ring systems,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M097:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M097_QP1_M2,M097,monomer,"Dithieno[3,2-b:2′,3′-d]pyrrole (DTP)",c1cc2[nH]c3ccsc3c2s1,c1cc2[nH]c3ccsc3c2s1,Fused-ring systems,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M097:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M098_Q0_M1,M098,monomer,"N-Octyl-dithieno[3,2-b:2′,3′-d]pyrrole",CCCCCCCCn1c2ccsc2c2sccc21,CCCCCCCCn1c2ccsc2c2sccc21,Fused-ring systems,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M098:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M098_QP1_M2,M098,monomer,"N-Octyl-dithieno[3,2-b:2′,3′-d]pyrrole",CCCCCCCCn1c2ccsc2c2sccc21,CCCCCCCCn1c2ccsc2c2sccc21,Fused-ring systems,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M098:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M099_Q0_M1,M099,monomer,"Indaceno[1,2-b:5,6-b′]dithiophene (IDT)",c1cc2c(s1)-c1cc3c(cc1C2)-c1sccc1C3,c1cc2c(s1)-c1cc3c(cc1C2)-c1sccc1C3,Fused-ring systems,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M099:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M099_QP1_M2,M099,monomer,"Indaceno[1,2-b:5,6-b′]dithiophene (IDT)",c1cc2c(s1)-c1cc3c(cc1C2)-c1sccc1C3,c1cc2c(s1)-c1cc3c(cc1C2)-c1sccc1C3,Fused-ring systems,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M099:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M100_Q0_M1,M100,monomer,"Acenaphtho[1,2-c]pyrrole",c1cc2c3c(cccc3c1)-c1c[nH]cc1-2,c1cc2c3c(cccc3c1)-c1c[nH]cc1-2,Fused-ring systems,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M100:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M100_QP1_M2,M100,monomer,"Acenaphtho[1,2-c]pyrrole",c1cc2c3c(cccc3c1)-c1c[nH]cc1-2,c1cc2c3c(cccc3c1)-c1c[nH]cc1-2,Fused-ring systems,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M100:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
