state_id,parent_id,entity_type,species_name,smiles_or_generator,canonical_smiles,family,target_object_definition,state_label,formal_charge,multiplicity,reference_geometry_protocol,reference_geometry_key,source_id
M033_QP1_M2,M033,monomer,3-Ethylpyrrole,CCc1cc[nH]c1,CCc1cc[nH]c1,Pyrroles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M033:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M034_Q0_M1,M034,monomer,"3,4-Dimethylpyrrole",Cc1c[nH]cc1C,Cc1c[nH]cc1C,Pyrroles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M034:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M034_QP1_M2,M034,monomer,"3,4-Dimethylpyrrole",Cc1c[nH]cc1C,Cc1c[nH]cc1C,Pyrroles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M034:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M035_Q0_M1,M035,monomer,"3,4-Diethylpyrrole",CCc1c[nH]cc1CC,CCc1c[nH]cc1CC,Pyrroles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M035:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M035_QP1_M2,M035,monomer,"3,4-Diethylpyrrole",CCc1c[nH]cc1CC,CCc1c[nH]cc1CC,Pyrroles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M035:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M036_Q0_M1,M036,monomer,"3,4-Ethylenedioxypyrrole (EDOP)",c1[nH]cc2c1OCCO2,c1[nH]cc2c1OCCO2,Pyrroles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M036:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M036_QP1_M2,M036,monomer,"3,4-Ethylenedioxypyrrole (EDOP)",c1[nH]cc2c1OCCO2,c1[nH]cc2c1OCCO2,Pyrroles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M036:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M037_Q0_M1,M037,monomer,"N-Methyl-3,4-ethylenedioxypyrrole (N-Me-EDOP)",Cn1cc2c(c1)OCCO2,Cn1cc2c(c1)OCCO2,Pyrroles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M037:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M037_QP1_M2,M037,monomer,"N-Methyl-3,4-ethylenedioxypyrrole (N-Me-EDOP)",Cn1cc2c(c1)OCCO2,Cn1cc2c(c1)OCCO2,Pyrroles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M037:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M038_Q0_M1,M038,monomer,Furan,c1ccoc1,c1ccoc1,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M038:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M038_QP1_M2,M038,monomer,Furan,c1ccoc1,c1ccoc1,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M038:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M039_Q0_M1,M039,monomer,3-Methylfuran,Cc1ccoc1,Cc1ccoc1,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M039:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M039_QP1_M2,M039,monomer,3-Methylfuran,Cc1ccoc1,Cc1ccoc1,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M039:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M040_Q0_M1,M040,monomer,3-Ethylfuran,CCc1ccoc1,CCc1ccoc1,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M040:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M040_QP1_M2,M040,monomer,3-Ethylfuran,CCc1ccoc1,CCc1ccoc1,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M040:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M041_Q0_M1,M041,monomer,3-Hexylfuran,CCCCCCc1ccoc1,CCCCCCc1ccoc1,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M041:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M041_QP1_M2,M041,monomer,3-Hexylfuran,CCCCCCc1ccoc1,CCCCCCc1ccoc1,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M041:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M042_Q0_M1,M042,monomer,3-Octylfuran,CCCCCCCCc1ccoc1,CCCCCCCCc1ccoc1,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M042:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M042_QP1_M2,M042,monomer,3-Octylfuran,CCCCCCCCc1ccoc1,CCCCCCCCc1ccoc1,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M042:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M043_Q0_M1,M043,monomer,3-Methoxyfuran,COc1ccoc1,COc1ccoc1,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M043:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M043_QP1_M2,M043,monomer,3-Methoxyfuran,COc1ccoc1,COc1ccoc1,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M043:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M044_Q0_M1,M044,monomer,3-Fluorofuran,Fc1ccoc1,Fc1ccoc1,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M044:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M044_QP1_M2,M044,monomer,3-Fluorofuran,Fc1ccoc1,Fc1ccoc1,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M044:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M045_Q0_M1,M045,monomer,"3,4-Dimethylfuran",Cc1cocc1C,Cc1cocc1C,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M045:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M045_QP1_M2,M045,monomer,"3,4-Dimethylfuran",Cc1cocc1C,Cc1cocc1C,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M045:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M046_Q0_M1,M046,monomer,"3,4-Difluorofuran",Fc1cocc1F,Fc1cocc1F,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M046:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M046_QP1_M2,M046,monomer,"3,4-Difluorofuran",Fc1cocc1F,Fc1cocc1F,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M046:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M047_Q0_M1,M047,monomer,"3,4-Dimethoxyfuran",COc1cocc1OC,COc1cocc1OC,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M047:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M047_QP1_M2,M047,monomer,"3,4-Dimethoxyfuran",COc1cocc1OC,COc1cocc1OC,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M047:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M048_Q0_M1,M048,monomer,"2,2′-Bifuran",c1coc(-c2ccco2)c1,c1coc(-c2ccco2)c1,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M048:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M048_QP1_M2,M048,monomer,"2,2′-Bifuran",c1coc(-c2ccco2)c1,c1coc(-c2ccco2)c1,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M048:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M049_Q0_M1,M049,monomer,"2,2′:5′,2″-Terfuran",c1coc(-c2ccc(-c3ccco3)o2)c1,c1coc(-c2ccc(-c3ccco3)o2)c1,Furans,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M049:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M049_QP1_M2,M049,monomer,"2,2′:5′,2″-Terfuran",c1coc(-c2ccc(-c3ccco3)o2)c1,c1coc(-c2ccc(-c3ccco3)o2)c1,Furans,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M049:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M050_Q0_M1,M050,monomer,Selenophene,c1cc[se]c1,c1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M050:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M050_QP1_M2,M050,monomer,Selenophene,c1cc[se]c1,c1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M050:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M051_Q0_M1,M051,monomer,3-Methylselenophene,Cc1cc[se]c1,Cc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M051:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M051_QP1_M2,M051,monomer,3-Methylselenophene,Cc1cc[se]c1,Cc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M051:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M052_Q0_M1,M052,monomer,3-Ethylselenophene,CCc1cc[se]c1,CCc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M052:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M052_QP1_M2,M052,monomer,3-Ethylselenophene,CCc1cc[se]c1,CCc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M052:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M053_Q0_M1,M053,monomer,3-Butylselenophene,CCCCc1cc[se]c1,CCCCc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M053:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M053_QP1_M2,M053,monomer,3-Butylselenophene,CCCCc1cc[se]c1,CCCCc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M053:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M054_Q0_M1,M054,monomer,3-Hexylselenophene,CCCCCCc1cc[se]c1,CCCCCCc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M054:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M054_QP1_M2,M054,monomer,3-Hexylselenophene,CCCCCCc1cc[se]c1,CCCCCCc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M054:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M055_Q0_M1,M055,monomer,3-Octylselenophene,CCCCCCCCc1cc[se]c1,CCCCCCCCc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M055:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M055_QP1_M2,M055,monomer,3-Octylselenophene,CCCCCCCCc1cc[se]c1,CCCCCCCCc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M055:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M056_Q0_M1,M056,monomer,3-Fluoroselenophene,Fc1cc[se]c1,Fc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M056:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M056_QP1_M2,M056,monomer,3-Fluoroselenophene,Fc1cc[se]c1,Fc1cc[se]c1,Selenophenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M056:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M057_Q0_M1,M057,monomer,"3,4-Dimethylselenophene",Cc1c[se]cc1C,Cc1c[se]cc1C,Selenophenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M057:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M057_QP1_M2,M057,monomer,"3,4-Dimethylselenophene",Cc1c[se]cc1C,Cc1c[se]cc1C,Selenophenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M057:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M058_Q0_M1,M058,monomer,"3,4-Ethylenedioxyselenophene (EDOS)",c1[se]cc2c1OCCO2,c1[se]cc2c1OCCO2,Selenophenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M058:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M058_QP1_M2,M058,monomer,"3,4-Ethylenedioxyselenophene (EDOS)",c1[se]cc2c1OCCO2,c1[se]cc2c1OCCO2,Selenophenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M058:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M059_Q0_M1,M059,monomer,"3,4-Propylenedioxyselenophene (ProDOS)",c1[se]cc2c1OCCCO2,c1[se]cc2c1OCCCO2,Selenophenes,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M059:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M059_QP1_M2,M059,monomer,"3,4-Propylenedioxyselenophene (ProDOS)",c1[se]cc2c1OCCCO2,c1[se]cc2c1OCCCO2,Selenophenes,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M059:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M060_Q0_M1,M060,monomer,Aniline,Nc1ccccc1,Nc1ccccc1,Anilines,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M060:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M060_QP1_M2,M060,monomer,Aniline,Nc1ccccc1,Nc1ccccc1,Anilines,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M060:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M061_Q0_M1,M061,monomer,2-Methylaniline (o-toluidine),Cc1ccccc1N,Cc1ccccc1N,Anilines,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M061:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M061_QP1_M2,M061,monomer,2-Methylaniline (o-toluidine),Cc1ccccc1N,Cc1ccccc1N,Anilines,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M061:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M062_Q0_M1,M062,monomer,3-Methylaniline (m-toluidine),Cc1cccc(N)c1,Cc1cccc(N)c1,Anilines,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M062:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M062_QP1_M2,M062,monomer,3-Methylaniline (m-toluidine),Cc1cccc(N)c1,Cc1cccc(N)c1,Anilines,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M062:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M063_Q0_M1,M063,monomer,2-Methoxyaniline (o-anisidine),COc1ccccc1N,COc1ccccc1N,Anilines,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M063:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M063_QP1_M2,M063,monomer,2-Methoxyaniline (o-anisidine),COc1ccccc1N,COc1ccccc1N,Anilines,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M063:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M064_Q0_M1,M064,monomer,3-Methoxyaniline (m-anisidine),COc1cccc(N)c1,COc1cccc(N)c1,Anilines,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M064:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M064_QP1_M2,M064,monomer,3-Methoxyaniline (m-anisidine),COc1cccc(N)c1,COc1cccc(N)c1,Anilines,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M064:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M065_Q0_M1,M065,monomer,2-Aminophenol (o-aminophenol),Nc1ccccc1O,Nc1ccccc1O,Anilines,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M065:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M065_QP1_M2,M065,monomer,2-Aminophenol (o-aminophenol),Nc1ccccc1O,Nc1ccccc1O,Anilines,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M065:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M066_Q0_M1,M066,monomer,3-Aminophenol (m-aminophenol),Nc1cccc(O)c1,Nc1cccc(O)c1,Anilines,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M066:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M066_QP1_M2,M066,monomer,3-Aminophenol (m-aminophenol),Nc1cccc(O)c1,Nc1cccc(O)c1,Anilines,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M066:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M067_Q0_M1,M067,monomer,2-Fluoroaniline,Nc1ccccc1F,Nc1ccccc1F,Anilines,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M067:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M067_QP1_M2,M067,monomer,2-Fluoroaniline,Nc1ccccc1F,Nc1ccccc1F,Anilines,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M067:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M068_Q0_M1,M068,monomer,"2,6-Dimethylaniline",Cc1cccc(C)c1N,Cc1cccc(C)c1N,Anilines,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M068:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M068_QP1_M2,M068,monomer,"2,6-Dimethylaniline",Cc1cccc(C)c1N,Cc1cccc(C)c1N,Anilines,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M068:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M069_Q0_M1,M069,monomer,Diphenylamine,c1ccc(Nc2ccccc2)cc1,c1ccc(Nc2ccccc2)cc1,Anilines,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M069:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M069_QP1_M2,M069,monomer,Diphenylamine,c1ccc(Nc2ccccc2)cc1,c1ccc(Nc2ccccc2)cc1,Anilines,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M069:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M070_Q0_M1,M070,monomer,Carbazole,c1ccc2c(c1)[nH]c1ccccc12,c1ccc2c(c1)[nH]c1ccccc12,Carbazoles,exact monomer registered in the supplied full-space table,neutral,0,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M070:{solvent_id}:q0:m1,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
M070_QP1_M2,M070,monomer,Carbazole,c1ccc2c(c1)[nH]c1ccccc12,c1ccc2c(c1)[nH]c1ccccc12,Carbazoles,exact monomer registered in the supplied full-space table,radical_cation,1,2,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M070:{solvent_id}:q1:m2,SRC_FULLSPACE_MONOMER;SRC_PROJECT_TIER1_CURRENT
