parent_id,sigma_state_id,reaction_id,monomer_name,family,source_monomer_smiles,source_hexamer_smiles,rdkit_atom_index_base,site_a_atom_index_0based,site_b_atom_index_0based,site_a_atom_map_1based,site_b_atom_map_1based,site_a_element,site_b_element,site_a_total_h_in_monomer,site_b_total_h_in_monomer,site_a_is_aromatic,site_b_is_aromatic,site_a_canonical_rank,site_b_canonical_rank,site_pair_symmetry_equivalent,link_atom_pair,repeat_link_rule,inter_repeat_bond_type,coupling_marker,coupling_smiles,coupling_atom_mapped_smiles,all_atom_mapped_smiles,hexamer_substructure_match_count,hexamer_exact_cover_count,hexamer_inter_repeat_bond_count,reconstructed_hexamer_matches_source,monomer_heavy_atom_count,monomer_formula,neutral_dimer_smiles,neutral_dimer_heavy_atom_count,neutral_dimer_formula,neutral_dimer_formula_is_2M_minus_H2,junction_copy1_atom_index_0based,junction_copy2_atom_index_0based,sigma_formula_expected,sigma_product_charge,sigma_product_multiplicity,sigma_geometry_semantics,topology_source,topology_status,topology_sha256
M076,D076_QP2_M1,RXN_SIG_M076,"3,6-Bis(thiophen-2-yl)-9-methylcarbazole",Carbazoles,Cn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,Cn1c2ccc(-c3cccs3)cc2c2cc(-c3ccc(-c4ccc(-c5ccc6c(c5)c5cc(-c7ccc(-c8ccc(-c9ccc%10c(c9)c9cc(-c%11ccc(-c%12ccc(-c%13ccc%14c(c%13)c%13cc(-c%15ccc(-c%16ccc(-c%17ccc%18c(c%17)c%17cc(-c%19ccc(-c%20ccc(-c%21ccc%22c(c%21)c%21cc(-c%23cccs%23)ccc%21n%22C)s%20)s%19)ccc%17n%18C)s%16)s%15)ccc%13n%14C)s%12)s%11)ccc9n%10C)s8)s7)ccc5n6C)s4)s3)ccc21,0,9,19,10,20,C,C,1,1,True,True,3,3,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cn1c2ccc(-c3ccc(I)s3)cc2c2cc(-c3ccc(I)s3)ccc21,Cn1c2ccc(-c3cc[cH:1]s3)cc2c2cc(-c3cc[cH:2]s3)ccc12,[CH3:1][n:2]1[c:3]2[cH:4][cH:5][c:6](-[c:7]3[cH:8][cH:9][cH:10][s:11]3)[cH:12][c:13]2[c:14]2[cH:15][c:16](-[c:17]3[cH:18][cH:19][cH:20][s:21]3)[cH:22][cH:23][c:24]12,6,1,5,True,24,C21H15NS2,Cn1c2ccc(-c3cccs3)cc2c2cc(-c3ccc(-c4ccc(-c5ccc6c(c5)c5cc(-c7cccs7)ccc5n6C)s4)s3)ccc21,48,C42H28N2S4,true,19,33,C42H30N2S4+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,a3eb7e097f05a6c53e806747f00358007a0061cad86d976ee6f4a8060b2b0b25
M077,D077_QP2_M1,RXN_SIG_M077,"3,6-Bis(EDOT-2-yl)-9-methylcarbazole",Carbazoles,Cn1c2ccc(-c3scc4c3OCCO4)cc2c2cc(-c3scc4c3OCCO4)ccc21,Cn1c2ccc(-c3scc4c3OCCO4)cc2c2cc(-c3sc(-c4sc(-c5ccc6c(c5)c5cc(-c7sc(-c8sc(-c9ccc%10c(c9)c9cc(-c%11sc(-c%12sc(-c%13ccc%14c(c%13)c%13cc(-c%15sc(-c%16sc(-c%17ccc%18c(c%17)c%17cc(-c%19sc(-c%20sc(-c%21ccc%22c(c%21)c%21cc(-c%23scc%24c%23OCCO%24)ccc%21n%22C)c%21c%20OCCO%21)c%20c%19OCCO%20)ccc%17n%18C)c%17c%16OCCO%17)c%16c%15OCCO%16)ccc%13n%14C)c%13c%12OCCO%13)c%12c%11OCCO%12)ccc9n%10C)c9c8OCCO9)c8c7OCCO8)ccc5n6C)c5c4OCCO5)c4c3OCCO4)ccc21,0,8,22,9,23,C,C,1,1,True,True,3,3,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cn1c2ccc(-c3sc(I)c4c3OCCO4)cc2c2cc(-c3sc(I)c4c3OCCO4)ccc21,Cn1c2ccc(-c3s[cH:1]c4c3OCCO4)cc2c2cc(-c3s[cH:2]c4c3OCCO4)ccc12,[CH3:1][n:2]1[c:3]2[cH:4][cH:5][c:6](-[c:7]3[s:8][cH:9][c:10]4[c:11]3[O:12][CH2:13][CH2:14][O:15]4)[cH:16][c:17]2[c:18]2[cH:19][c:20](-[c:21]3[s:22][cH:23][c:24]4[c:25]3[O:26][CH2:27][CH2:28][O:29]4)[cH:30][cH:31][c:32]12,6,1,5,True,32,C25H19NO4S2,Cn1c2ccc(-c3scc4c3OCCO4)cc2c2cc(-c3sc(-c4sc(-c5ccc6c(c5)c5cc(-c7scc8c7OCCO8)ccc5n6C)c5c4OCCO5)c4c3OCCO4)ccc21,64,C50H36N2O8S4,true,22,40,C50H38N2O8S4+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,9b56ac75d44c9c105f42462ace931cdea69ec7edd9f4db8b553d64e5b3deb0f1
M078,D078_QP2_M1,RXN_SIG_M078,"9,9-Dimethylfluorene",Fluorenes,CC1(C)c2ccccc2-c2ccccc21,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)C(C)(C)c3cc(-c5ccc6c(c5)C(C)(C)c5cc(-c7ccc8c(c7)C(C)(C)c7cc(-c9ccc%10c(c9)C(C)(C)c9cc(-c%11ccc%12c(c%11)C(C)(C)c%11ccccc%11-%12)ccc9-%10)ccc7-8)ccc5-6)ccc3-4)cc21,0,5,12,6,13,C,C,1,1,True,True,4,4,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CC1(C)c2cc(I)ccc2-c2ccc(I)cc21,CC1(C)c2c[cH:1]ccc2-c2cc[cH:2]cc21,[CH3:1][C:2]1([CH3:3])[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2-[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21,6,1,5,True,15,C15H14,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,30,C30H26,true,12,20,C30H28+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,5fe9c90e1815d6934611ebf8359072af3f7ebc0d8f5f86fad6650e76a6af5310
M079,D079_QP2_M1,RXN_SIG_M079,"9,9-Diethylfluorene",Fluorenes,CCC1(CC)c2ccccc2-c2ccccc21,CCC1(CC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc8c(c7)C(CC)(CC)c7cc(-c9ccc%10c(c9)C(CC)(CC)c9cc(-c%11ccc%12c(c%11)C(CC)(CC)c%11ccccc%11-%12)ccc9-%10)ccc7-8)ccc5-6)ccc3-4)cc21,0,7,14,8,15,C,C,1,1,True,True,4,4,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCC1(CC)c2cc(I)ccc2-c2ccc(I)cc21,CCC1(CC)c2c[cH:1]ccc2-c2cc[cH:2]cc21,[CH3:1][CH2:2][C:3]1([CH2:4][CH3:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2-[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]21,6,1,5,True,17,C17H18,CCC1(CC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)cc21,34,C34H34,true,14,24,C34H36+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,4be2ab96796e379ead2b3720518bc23cefd16f096a24304713b7feb1b9c1b16e
M080,D080_QP2_M1,RXN_SIG_M080,"9,9-Dipropylfluorene",Fluorenes,CCCC1(CCC)c2ccccc2-c2ccccc21,CCCC1(CCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CCC)(CCC)c3cc(-c5ccc6c(c5)C(CCC)(CCC)c5cc(-c7ccc8c(c7)C(CCC)(CCC)c7cc(-c9ccc%10c(c9)C(CCC)(CCC)c9cc(-c%11ccc%12c(c%11)C(CCC)(CCC)c%11ccccc%11-%12)ccc9-%10)ccc7-8)ccc5-6)ccc3-4)cc21,0,9,16,10,17,C,C,1,1,True,True,4,4,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCC1(CCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCC1(CCC)c2c[cH:1]ccc2-c2cc[cH:2]cc21,[CH3:1][CH2:2][CH2:3][C:4]1([CH2:5][CH2:6][CH3:7])[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2-[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]21,6,1,5,True,19,C19H22,CCCC1(CCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CCC)(CCC)c3ccccc3-4)cc21,38,C38H42,true,16,28,C38H44+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,a12ab0b4983dfe7dbfc3e20fb3987b2addc072259156e8c8f8a90b4d4dd553ce
M081,D081_QP2_M1,RXN_SIG_M081,"9,9-Dibutylfluorene",Fluorenes,CCCCC1(CCCC)c2ccccc2-c2ccccc21,CCCCC1(CCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CCCC)(CCCC)c3cc(-c5ccc6c(c5)C(CCCC)(CCCC)c5cc(-c7ccc8c(c7)C(CCCC)(CCCC)c7cc(-c9ccc%10c(c9)C(CCCC)(CCCC)c9cc(-c%11ccc%12c(c%11)C(CCCC)(CCCC)c%11ccccc%11-%12)ccc9-%10)ccc7-8)ccc5-6)ccc3-4)cc21,0,11,18,12,19,C,C,1,1,True,True,4,4,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCC1(CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC1(CCCC)c2c[cH:1]ccc2-c2cc[cH:2]cc21,[CH3:1][CH2:2][CH2:3][CH2:4][C:5]1([CH2:6][CH2:7][CH2:8][CH3:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2-[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,6,1,5,True,21,C21H26,CCCCC1(CCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CCCC)(CCCC)c3ccccc3-4)cc21,42,C42H50,true,18,32,C42H52+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,e7451daa106c92927ff0da2efab54d06470fdd4a79fe9037a6dfb99ff58d6561
M082,D082_QP2_M1,RXN_SIG_M082,"9,9-Dihexylfluorene",Fluorenes,CCCCCCC1(CCCCCC)c2ccccc2-c2ccccc21,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(-c7ccc8c(c7)C(CCCCCC)(CCCCCC)c7cc(-c9ccc%10c(c9)C(CCCCCC)(CCCCCC)c9cc(-c%11ccc%12c(c%11)C(CCCCCC)(CCCCCC)c%11ccccc%11-%12)ccc9-%10)ccc7-8)ccc5-6)ccc3-4)cc21,0,15,22,16,23,C,C,1,1,True,True,4,4,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCC1(CCCCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCCCC1(CCCCCC)c2c[cH:1]ccc2-c2cc[cH:2]cc21,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2-[c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]21,6,1,5,True,25,C25H34,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3ccccc3-4)cc21,50,C50H66,true,22,40,C50H68+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,ef4c0913542599d0a12160d00e1bee21a326219f04fb97dc1a448975f0707593
M083,D083_QP2_M1,RXN_SIG_M083,"9,9-Dioctylfluorene",Fluorenes,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccccc21,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3cc(-c5ccc6c(c5)C(CCCCCCCC)(CCCCCCCC)c5cc(-c7ccc8c(c7)C(CCCCCCCC)(CCCCCCCC)c7cc(-c9ccc%10c(c9)C(CCCCCCCC)(CCCCCCCC)c9cc(-c%11ccc%12c(c%11)C(CCCCCCCC)(CCCCCCCC)c%11ccccc%11-%12)ccc9-%10)ccc7-8)ccc5-6)ccc3-4)cc21,0,19,26,20,27,C,C,1,1,True,True,4,4,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCCCC1(CCCCCCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCCCCCC1(CCCCCCCC)c2c[cH:1]ccc2-c2cc[cH:2]cc21,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][C:9]1([CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH3:17])[c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2-[c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]21,6,1,5,True,29,C29H42,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,58,C58H82,true,26,48,C58H84+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,4b8d69b231f0304765866d1e31b76de0f9fa20ac293fcf37fda45154c29dab34
M084,D084_QP2_M1,RXN_SIG_M084,"4,7-Bis(thiophen-2-yl)-2,1,3-benzothiadiazole (TBT)",Donor–Acceptor units,c1csc(-c2ccc3nsnc3c2-c2cccs2)c1,c1csc(-c2ccc3nsnc3c2-c2ccc(-c3ccc(-c4ccc5nsnc5c4-c4ccc(-c5ccc(-c6ccc7nsnc7c6-c6ccc(-c7ccc(-c8ccc9nsnc9c8-c8ccc(-c9ccc(-c%10ccc%11nsnc%11c%10-c%10ccc(-c%11ccc(-c%12ccc%13nsnc%13c%12-c%12cccs%12)s%11)s%10)s9)s8)s7)s6)s5)s4)s3)s2)c1,0,1,16,2,17,C,C,1,1,True,True,2,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1ccc(-c2ccc3nsnc3c2-c2ccc(I)s2)s1,c1[cH:1]sc(-c2ccc3nsnc3c2-c2cc[cH:2]s2)c1,[cH:1]1[cH:2][s:3][c:4](-[c:5]2[cH:6][cH:7][c:8]3[n:9][s:10][n:11][c:12]3[c:13]2-[c:14]2[cH:15][cH:16][cH:17][s:18]2)[cH:19]1,6,1,5,True,19,C14H8N2S3,c1csc(-c2ccc3nsnc3c2-c2ccc(-c3ccc(-c4ccc5nsnc5c4-c4cccs4)s3)s2)c1,38,C28H14N4S6,true,16,20,C28H16N4S6+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,c75948733616b2615fdc2fdeafa161715e0c95a6dfed455d094281b5f59ce3dd
M085,D085_QP2_M1,RXN_SIG_M085,"4,7-Bis(3-hexylthiophen-2-yl)-2,1,3-benzothiadiazole",Donor–Acceptor units,CCCCCCc1csc(-c2c(-c3sccc3CCCCCC)ccc3nsnc23)c1,CCCCCCc1csc(-c2c(-c3sc(-c4sc(-c5c(-c6sc(-c7sc(-c8c(-c9sc(-c%10sc(-c%11c(-c%12sc(-c%13sc(-c%14c(-c%15sc(-c%16sc(-c%17c(-c%18sccc%18CCCCCC)ccc%18nsnc%17%18)cc%16CCCCCC)cc%15CCCCCC)ccc%15nsnc%14%15)cc%13CCCCCC)cc%12CCCCCC)ccc%12nsnc%11%12)cc%10CCCCCC)cc9CCCCCC)ccc9nsnc89)cc7CCCCCC)cc6CCCCCC)ccc6nsnc56)cc4CCCCCC)cc3CCCCCC)ccc3nsnc23)c1,0,7,14,8,15,C,C,1,1,True,True,3,2,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCc1cc(-c2c(-c3sc(I)cc3CCCCCC)ccc3nsnc23)sc1I,CCCCCCc1[cH:1]sc(-c2c(-c3s[cH:2]cc3CCCCCC)ccc3nsnc23)c1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][s:9][c:10](-[c:11]2[c:12](-[c:13]3[s:14][cH:15][cH:16][c:17]3[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH3:23])[cH:24][cH:25][c:26]3[n:27][s:28][n:29][c:30]23)[cH:31]1,6,1,5,True,31,C26H32N2S3,CCCCCCc1csc(-c2c(-c3sc(-c4sc(-c5c(-c6sccc6CCCCCC)ccc6nsnc56)cc4CCCCCC)cc3CCCCCC)ccc3nsnc23)c1,62,C52H62N4S6,true,14,38,C52H64N4S6+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,ed655912d4e707c4a7d822c122dfe6e9d42107480283bce6de21b644bef2e61a
M086,D086_QP2_M1,RXN_SIG_M086,"Thieno[3,4-b]pyrazine",Donor–Acceptor units,c1cnc2cscc2n1,c1cnc2c(-c3sc(-c4sc(-c5sc(-c6sc(-c7scc8nccnc78)c7nccnc67)c6nccnc56)c5nccnc45)c4nccnc34)scc2n1,0,4,6,5,7,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1sc(I)c2nccnc12,c1cnc2[cH:1]s[cH:2]c2n1,[cH:1]1[cH:2][n:3][c:4]2[cH:5][s:6][cH:7][c:8]2[n:9]1,6,1,5,True,9,C6H4N2S,c1cnc2c(-c3scc4nccnc34)scc2n1,18,C12H6N4S2,true,6,13,C12H8N4S2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,41d66668297bc9bff89153b7eac79b820373e8b1e12b129d45c2d3e172a18db3
M087,D087_QP2_M1,RXN_SIG_M087,"2,3-Dimethylthieno[3,4-b]pyrazine",Donor–Acceptor units,Cc1nc2cscc2nc1C,Cc1nc2csc(-c3sc(-c4sc(-c5sc(-c6sc(-c7scc8nc(C)c(C)nc78)c7nc(C)c(C)nc67)c6nc(C)c(C)nc56)c5nc(C)c(C)nc45)c4nc(C)c(C)nc34)c2nc1C,0,4,6,5,7,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cc1nc2c(I)sc(I)c2nc1C,Cc1nc2[cH:1]s[cH:2]c2nc1C,[CH3:1][c:2]1[n:3][c:4]2[cH:5][s:6][cH:7][c:8]2[n:9][c:10]1[CH3:11],6,1,5,True,11,C8H8N2S,Cc1nc2csc(-c3scc4nc(C)c(C)nc34)c2nc1C,22,C16H14N4S2,true,6,15,C16H16N4S2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,47b4671b5557267cc3818969105ad58f75966767395472bc5ebb2a1c70f6d8a9
M088,D088_QP2_M1,RXN_SIG_M088,"2,3-Dihexylthieno[3,4-b]pyrazine",Donor–Acceptor units,CCCCCCc1nc2cscc2nc1CCCCCC,CCCCCCc1nc2csc(-c3sc(-c4sc(-c5sc(-c6sc(-c7scc8nc(CCCCCC)c(CCCCCC)nc78)c7nc(CCCCCC)c(CCCCCC)nc67)c6nc(CCCCCC)c(CCCCCC)nc56)c5nc(CCCCCC)c(CCCCCC)nc45)c4nc(CCCCCC)c(CCCCCC)nc34)c2nc1CCCCCC,0,9,11,10,12,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCc1nc2c(I)sc(I)c2nc1CCCCCC,CCCCCCc1nc2[cH:1]s[cH:2]c2nc1CCCCCC,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[n:8][c:9]2[cH:10][s:11][cH:12][c:13]2[n:14][c:15]1[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH3:21],6,1,5,True,21,C18H28N2S,CCCCCCc1nc2csc(-c3scc4nc(CCCCCC)c(CCCCCC)nc34)c2nc1CCCCCC,42,C36H54N4S2,true,11,30,C36H56N4S2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,fcc2537b0a9e0ae41a474f0085b37e78d70226a09b27ba30422fe7bcce20b85b
M089,D089_QP2_M1,RXN_SIG_M089,"3,6-Bis(thiophen-2-yl)-2,5-dimethyl-DPP (TDPP-Me)",Donor–Acceptor units,CN1C(=O)C2=C(c3cccs3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(C)C(c7ccc(-c8ccc(C9=C%10C(=O)N(C)C(c%11ccc(-c%12ccc(C%13=C%14C(=O)N(C)C(c%15ccc(-c%16ccc(C%17=C%18C(=O)N(C)C(c%19ccc(-c%20ccc(C%21=C%22C(=O)N(C)C(c%23cccs%23)=C%22C(=O)N%21C)s%20)s%19)=C%18C(=O)N%17C)s%16)s%15)=C%14C(=O)N%13C)s%12)s%11)=C%10C(=O)N9C)s8)s7)=C6C(=O)N5C)s4)s3)N(C)C(=O)C2=C1c1cccs1,0,9,20,10,21,C,C,1,1,True,True,6,6,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CN1C(=O)C2=C(c3ccc(I)s3)N(C)C(=O)C2=C1c1ccc(I)s1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1cc[cH:2]s1,[CH3:1][N:2]1[C:3](=[O:4])[C:5]2=[C:6]([c:7]3[cH:8][cH:9][cH:10][s:11]3)[N:12]([CH3:13])[C:14](=[O:15])[C:16]2=[C:17]1[c:18]1[cH:19][cH:20][cH:21][s:22]1,6,1,5,True,22,C16H12N2O2S2,CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)s3)N(C)C(=O)C2=C1c1cccs1,44,C32H22N4O4S4,true,20,31,C32H24N4O4S4+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,0b7942993a01166ad51b027f9dab33d7597d7502d159f8cacb6849d846af59b5
M090,D090_QP2_M1,RXN_SIG_M090,"3,6-Bis(thiophen-2-yl)-2,5-dioctyl-DPP (TDPP-Oct)",Donor–Acceptor units,CCCCCCCCN1C(=O)C2=C(c3cccs3)N(CCCCCCCC)C(=O)C2=C1c1cccs1,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(CCCCCCCC)C(c7ccc(-c8ccc(C9=C%10C(=O)N(CCCCCCCC)C(c%11ccc(-c%12ccc(C%13=C%14C(=O)N(CCCCCCCC)C(c%15ccc(-c%16ccc(C%17=C%18C(=O)N(CCCCCCCC)C(c%19ccc(-c%20ccc(C%21=C%22C(=O)N(CCCCCCCC)C(c%23cccs%23)=C%22C(=O)N%21CCCCCCCC)s%20)s%19)=C%18C(=O)N%17CCCCCCCC)s%16)s%15)=C%14C(=O)N%13CCCCCCCC)s%12)s%11)=C%10C(=O)N9CCCCCCCC)s8)s7)=C6C(=O)N5CCCCCCCC)s4)s3)N(CCCCCCCC)C(=O)C2=C1c1cccs1,0,16,34,17,35,C,C,1,1,True,True,6,6,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCCCN1C(=O)C2=C(c3ccc(I)s3)N(CCCCCCCC)C(=O)C2=C1c1ccc(I)s1,CCCCCCCCN1C(=O)C2=C(c3cc[cH:1]s3)N(CCCCCCCC)C(=O)C2=C1c1cc[cH:2]s1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][N:9]1[C:10](=[O:11])[C:12]2=[C:13]([c:14]3[cH:15][cH:16][cH:17][s:18]3)[N:19]([CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH3:27])[C:28](=[O:29])[C:30]2=[C:31]1[c:32]1[cH:33][cH:34][cH:35][s:36]1,6,1,5,True,36,C30H40N2O2S2,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(CCCCCCCC)C(c7cccs7)=C6C(=O)N5CCCCCCCC)s4)s3)N(CCCCCCCC)C(=O)C2=C1c1cccs1,72,C60H78N4O4S4,true,34,52,C60H80N4O4S4+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,c3031964e6932ce14115964703033022cbf116b3a51197947132aab6b3ce4cf2
M091,D091_QP2_M1,RXN_SIG_M091,"N,N′-Dimethylisoindigo",Donor–Acceptor units,CN1C(=O)/C(=C2/C(=O)N(C)c3ccccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc5c(c4)N(C)C(=O)/C5=C4/C(=O)N(C)c5cc(-c6ccc7c(c6)N(C)C(=O)/C7=C6/C(=O)N(C)c7cc(-c8ccc9c(c8)N(C)C(=O)/C9=C8/C(=O)N(C)c9cc(-c%10ccc%11c(c%10)N(C)C(=O)/C%11=C%10/C(=O)N(C)c%11cc(-c%12ccc%13c(c%12)N(C)C(=O)/C%13=C%12/C(=O)N(C)c%13ccccc%13%12)ccc%11%10)ccc98)ccc76)ccc54)ccc32)c2ccccc21,0,12,19,13,20,C,C,1,1,True,True,6,6,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(I)ccc32)c2ccc(I)cc21,CN1C(=O)/C(=C2/C(=O)N(C)c3c[cH:1]ccc32)c2cc[cH:2]cc21,[CH3:1][N:2]1[C:3](=[O:4])/[C:5](=[C:6]2/[C:7](=[O:8])[N:9]([CH3:10])[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]32)[c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]21,6,1,5,True,22,C18H14N2O2,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4ccc5c(c4)N(C)C(=O)/C5=C4/C(=O)N(C)c5ccccc54)ccc32)c2ccccc21,44,C36H26N4O4,true,19,34,C36H28N4O4+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,134b5140a63b80695e5844d75ebc83ec7e5709190d3d70e8a4e13b38f8ea64c7
