parent_id,sigma_state_id,reaction_id,monomer_name,family,source_monomer_smiles,source_hexamer_smiles,rdkit_atom_index_base,site_a_atom_index_0based,site_b_atom_index_0based,site_a_atom_map_1based,site_b_atom_map_1based,site_a_element,site_b_element,site_a_total_h_in_monomer,site_b_total_h_in_monomer,site_a_is_aromatic,site_b_is_aromatic,site_a_canonical_rank,site_b_canonical_rank,site_pair_symmetry_equivalent,link_atom_pair,repeat_link_rule,inter_repeat_bond_type,coupling_marker,coupling_smiles,coupling_atom_mapped_smiles,all_atom_mapped_smiles,hexamer_substructure_match_count,hexamer_exact_cover_count,hexamer_inter_repeat_bond_count,reconstructed_hexamer_matches_source,monomer_heavy_atom_count,monomer_formula,neutral_dimer_smiles,neutral_dimer_heavy_atom_count,neutral_dimer_formula,neutral_dimer_formula_is_2M_minus_H2,junction_copy1_atom_index_0based,junction_copy2_atom_index_0based,sigma_formula_expected,sigma_product_charge,sigma_product_multiplicity,sigma_geometry_semantics,topology_source,topology_status,topology_sha256
M023,D023_QP2_M1,RXN_SIG_M023,"3,4-Propylenedioxythiophene (ProDOT)",Thiophenes,c1scc2c1OCCCO2,c1sc(-c2sc(-c3sc(-c4sc(-c5sc(-c6scc7c6OCCCO7)c6c5OCCCO6)c5c4OCCCO5)c4c3OCCCO4)c3c2OCCCO3)c2c1OCCCO2,0,0,2,1,3,C,C,1,1,True,True,0,0,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1sc(I)c2c1OCCCO2,[cH:1]1s[cH:2]c2c1OCCCO2,[cH:1]1[s:2][cH:3][c:4]2[c:5]1[O:6][CH2:7][CH2:8][CH2:9][O:10]2,6,1,5,True,10,C7H8O2S,c1sc(-c2scc3c2OCCCO3)c2c1OCCCO2,20,C14H14O4S2,true,2,10,C14H16O4S2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,b6f6bf7a19b500681013464c963abb3273a4d126c2a152c44dcf977323be9ad7
M024,D024_QP2_M1,RXN_SIG_M024,"2,2′-Bithiophene",Thiophenes,c1csc(-c2cccs2)c1,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12cccs%12)s%11)s%10)s9)s8)s7)s6)s5)s4)s3)s2)c1,0,1,7,2,8,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1ccc(-c2ccc(I)s2)s1,c1[cH:1]sc(-c2cc[cH:2]s2)c1,[cH:1]1[cH:2][s:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][s:9]2)[cH:10]1,11,1,5,True,10,C8H6S2,c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1,20,C16H10S4,true,7,11,C16H12S4+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,ca64859a23594e53e6d2ec99181f1e0726ddfafcd140178ecbb0eef148ba356e
M025,D025_QP2_M1,RXN_SIG_M025,"2,2′:5′,2″-Terthiophene",Thiophenes,c1csc(-c2ccc(-c3cccs3)s2)c1,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12ccc(-c%13ccc(-c%14ccc(-c%15ccc(-c%16ccc(-c%17ccc(-c%18cccs%18)s%17)s%16)s%15)s%14)s%13)s%12)s%11)s%10)s9)s8)s7)s6)s5)s4)s3)s2)c1,0,1,11,2,12,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1ccc(-c2ccc(-c3ccc(I)s3)s2)s1,c1[cH:1]sc(-c2ccc(-c3cc[cH:2]s3)s2)c1,[cH:1]1[cH:2][s:3][c:4](-[c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][s:13]3)[s:14]2)[cH:15]1,16,1,5,True,15,C12H8S3,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6cccs6)s5)s4)s3)s2)c1,30,C24H14S6,true,11,16,C24H16S6+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,64b6a48a157c6fdc7bfdeb23cbb4950dc19c631fcb58f76102fa82abaa7722f6
M026,D026_QP2_M1,RXN_SIG_M026,Pyrrole,Pyrroles,c1cc[nH]c1,c1c[nH]c(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc[nH]6)[nH]5)[nH]4)[nH]3)[nH]2)c1,0,2,4,3,5,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1ccc(I)[nH]1,c1c[cH:1][nH][cH:2]1,[cH:1]1[cH:2][cH:3][nH:4][cH:5]1,6,1,5,True,5,C4H5N,c1c[nH]c(-c2ccc[nH]2)c1,10,C8H8N2,true,4,7,C8H10N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,093b7eec0fcab9ca3924493750f2ef0f9d2392c35b69b071d68425d25fc935b8
M027,D027_QP2_M1,RXN_SIG_M027,N-Methylpyrrole,Pyrroles,Cn1cccc1,Cn1cccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cccn5C)n4C)n3C)n2C)n1C,0,2,5,3,6,C,C,1,1,True,True,3,3,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cn1c(I)ccc1I,Cn1[cH:1]cc[cH:2]1,[CH3:1][n:2]1[cH:3][cH:4][cH:5][cH:6]1,6,1,5,True,6,C5H7N,Cn1cccc1-c1cccn1C,12,C10H12N2,true,5,8,C10H14N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,b3c6fbf1321aa0eacd14eb33042f9651e6ab357e99f4a89d4c330d2556696848
M028,D028_QP2_M1,RXN_SIG_M028,N-Ethylpyrrole,Pyrroles,CCn1cccc1,CCn1cccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cccn5CC)n4CC)n3CC)n2CC)n1CC,0,3,6,4,7,C,C,1,1,True,True,3,3,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCn1c(I)ccc1I,CCn1[cH:1]cc[cH:2]1,[CH3:1][CH2:2][n:3]1[cH:4][cH:5][cH:6][cH:7]1,6,1,5,True,7,C6H9N,CCn1cccc1-c1cccn1CC,14,C12H16N2,true,6,10,C12H18N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,107b0849a5630d7862962cf341df70ab75132ef3669ec47ccd8ac73f1cfc1d32
M029,D029_QP2_M1,RXN_SIG_M029,N-Propylpyrrole,Pyrroles,CCCn1cccc1,CCCn1cccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cccn5CCC)n4CCC)n3CCC)n2CCC)n1CCC,0,4,7,5,8,C,C,1,1,True,True,3,3,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCn1c(I)ccc1I,CCCn1[cH:1]cc[cH:2]1,[CH3:1][CH2:2][CH2:3][n:4]1[cH:5][cH:6][cH:7][cH:8]1,6,1,5,True,8,C7H11N,CCCn1cccc1-c1cccn1CCC,16,C14H20N2,true,7,12,C14H22N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,c5f7710b2b5a3e8377473b0beb8336379656aa9a9697c031a2dab4df7ddf838a
M030,D030_QP2_M1,RXN_SIG_M030,N-Hexylpyrrole,Pyrroles,CCCCCCn1cccc1,CCCCCCn1cccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cccn5CCCCCC)n4CCCCCC)n3CCCCCC)n2CCCCCC)n1CCCCCC,0,7,10,8,11,C,C,1,1,True,True,3,3,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCn1c(I)ccc1I,CCCCCCn1[cH:1]cc[cH:2]1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][n:7]1[cH:8][cH:9][cH:10][cH:11]1,6,1,5,True,11,C10H17N,CCCCCCn1cccc1-c1cccn1CCCCCC,22,C20H32N2,true,10,18,C20H34N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,e477dbd8e5121d8621c395961f6088261e986bb94985fe7252b27fc21bdcb4f4
M031,D031_QP2_M1,RXN_SIG_M031,N-Octylpyrrole,Pyrroles,CCCCCCCCn1cccc1,CCCCCCCCn1cccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cccn5CCCCCCCC)n4CCCCCCCC)n3CCCCCCCC)n2CCCCCCCC)n1CCCCCCCC,0,9,12,10,13,C,C,1,1,True,True,3,3,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCCCn1c(I)ccc1I,CCCCCCCCn1[cH:1]cc[cH:2]1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][n:9]1[cH:10][cH:11][cH:12][cH:13]1,6,1,5,True,13,C12H21N,CCCCCCCCn1cccc1-c1cccn1CCCCCCCC,26,C24H40N2,true,12,22,C24H42N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,2cdf02e34c251c2a94273efc2c0d82420b0697b0dc76521c6786d06d82be6f4e
M032,D032_QP2_M1,RXN_SIG_M032,3-Methylpyrrole,Pyrroles,Cc1cc[nH]c1,Cc1c[nH]c(-c2[nH]c(-c3[nH]c(-c4[nH]c(-c5[nH]c(-c6[nH]ccc6C)cc5C)cc4C)cc3C)cc2C)c1,0,3,5,4,6,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cc1cc(I)[nH]c1I,Cc1c[cH:1][nH][cH:2]1,[CH3:1][c:2]1[cH:3][cH:4][nH:5][cH:6]1,6,1,5,True,6,C5H7N,Cc1c[nH]c(-c2[nH]ccc2C)c1,12,C10H12N2,true,5,9,C10H14N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,3f4b8a2541a4fc4306e3e2c6feafcc93a48d1870b473ba8bd4d2108513319149
M033,D033_QP2_M1,RXN_SIG_M033,3-Ethylpyrrole,Pyrroles,CCc1cc[nH]c1,CCc1c[nH]c(-c2[nH]c(-c3[nH]c(-c4[nH]c(-c5[nH]c(-c6[nH]ccc6CC)cc5CC)cc4CC)cc3CC)cc2CC)c1,0,4,6,5,7,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCc1cc(I)[nH]c1I,CCc1c[cH:1][nH][cH:2]1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][nH:6][cH:7]1,6,1,5,True,7,C6H9N,CCc1c[nH]c(-c2[nH]ccc2CC)c1,14,C12H16N2,true,6,11,C12H18N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,db2cd3f647cea63c3b67c93292cac5c76728e25a8519ad9a5ec2e92c75303367
M034,D034_QP2_M1,RXN_SIG_M034,"3,4-Dimethylpyrrole",Pyrroles,Cc1c[nH]cc1C,Cc1c[nH]c(-c2[nH]c(-c3[nH]c(-c4[nH]c(-c5[nH]c(-c6[nH]cc(C)c6C)c(C)c5C)c(C)c4C)c(C)c3C)c(C)c2C)c1C,0,2,4,3,5,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cc1c(I)[nH]c(I)c1C,Cc1[cH:1][nH][cH:2]c1C,[CH3:1][c:2]1[cH:3][nH:4][cH:5][c:6]1[CH3:7],6,1,5,True,7,C6H9N,Cc1c[nH]c(-c2[nH]cc(C)c2C)c1C,14,C12H16N2,true,4,9,C12H18N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,3e7de079829733fe1b4850b5355281f797e100a719876857ef20dbf48d4b766a
M035,D035_QP2_M1,RXN_SIG_M035,"3,4-Diethylpyrrole",Pyrroles,CCc1c[nH]cc1CC,CCc1c[nH]c(-c2[nH]c(-c3[nH]c(-c4[nH]c(-c5[nH]c(-c6[nH]cc(CC)c6CC)c(CC)c5CC)c(CC)c4CC)c(CC)c3CC)c(CC)c2CC)c1CC,0,3,5,4,6,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCc1c(I)[nH]c(I)c1CC,CCc1[cH:1][nH][cH:2]c1CC,[CH3:1][CH2:2][c:3]1[cH:4][nH:5][cH:6][c:7]1[CH2:8][CH3:9],6,1,5,True,9,C8H13N,CCc1c[nH]c(-c2[nH]cc(CC)c2CC)c1CC,18,C16H24N2,true,5,12,C16H26N2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,23dde4a3721d9582a8faeab07f68e779dcf140a8bc0b89919ede09a3db8eb68a
M036,D036_QP2_M1,RXN_SIG_M036,"3,4-Ethylenedioxypyrrole (EDOP)",Pyrroles,c1[nH]cc2c1OCCO2,c1[nH]c(-c2[nH]c(-c3[nH]c(-c4[nH]c(-c5[nH]c(-c6[nH]cc7c6OCCO7)c6c5OCCO6)c5c4OCCO5)c4c3OCCO4)c3c2OCCO3)c2c1OCCO2,0,0,2,1,3,C,C,1,1,True,True,0,0,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1[nH]c(I)c2c1OCCO2,[cH:1]1[nH][cH:2]c2c1OCCO2,[cH:1]1[nH:2][cH:3][c:4]2[c:5]1[O:6][CH2:7][CH2:8][O:9]2,6,1,5,True,9,C6H7NO2,c1[nH]c(-c2[nH]cc3c2OCCO3)c2c1OCCO2,18,C12H12N2O4,true,2,9,C12H14N2O4+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,53590f3491c872ba47b29d0126167028f629df6e78c0a697506d6465de5fb03d
M037,D037_QP2_M1,RXN_SIG_M037,"N-Methyl-3,4-ethylenedioxypyrrole (N-Me-EDOP)",Pyrroles,Cn1cc2c(c1)OCCO2,Cn1cc2c(c1-c1c3c(c(-c4c5c(c(-c6c7c(c(-c8c9c(c(-c%10c%11c(cn%10C)OCCO%11)n8C)OCCO9)n6C)OCCO7)n4C)OCCO5)n1C)OCCO3)OCCO2,0,2,5,3,6,C,C,1,1,True,True,1,1,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cn1c(I)c2c(c1I)OCCO2,Cn1[cH:1]c2c([cH:2]1)OCCO2,[CH3:1][n:2]1[cH:3][c:4]2[c:5]([cH:6]1)[O:7][CH2:8][CH2:9][O:10]2,6,1,5,True,10,C7H9NO2,Cn1cc2c(c1-c1c3c(cn1C)OCCO3)OCCO2,20,C14H16N2O4,true,5,12,C14H18N2O4+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,0228a65a44b3bcf04d29e79202b8111a5d823fc4d26d1e4a9f45e061ed90d178
M038,D038_QP2_M1,RXN_SIG_M038,Furan,Furans,c1ccoc1,c1coc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccco6)o5)o4)o3)o2)c1,0,2,4,3,5,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1ccc(I)o1,c1c[cH:1]o[cH:2]1,[cH:1]1[cH:2][cH:3][o:4][cH:5]1,6,1,5,True,5,C4H4O,c1coc(-c2ccco2)c1,10,C8H6O2,true,4,7,C8H8O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,08991518873f05e416fc87d0dd4d17355fb44aee6d096cb10afc321783131651
M039,D039_QP2_M1,RXN_SIG_M039,3-Methylfuran,Furans,Cc1ccoc1,Cc1coc(-c2oc(-c3oc(-c4oc(-c5oc(-c6occc6C)cc5C)cc4C)cc3C)cc2C)c1,0,3,5,4,6,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cc1cc(I)oc1I,Cc1c[cH:1]o[cH:2]1,[CH3:1][c:2]1[cH:3][cH:4][o:5][cH:6]1,6,1,5,True,6,C5H6O,Cc1coc(-c2occc2C)c1,12,C10H10O2,true,5,9,C10H12O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,6e15c25a1154b268a388c10ef9e89c9fe0c8c334e01eee95047fd00a7368ac59
M040,D040_QP2_M1,RXN_SIG_M040,3-Ethylfuran,Furans,CCc1ccoc1,CCc1coc(-c2oc(-c3oc(-c4oc(-c5oc(-c6occc6CC)cc5CC)cc4CC)cc3CC)cc2CC)c1,0,4,6,5,7,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCc1cc(I)oc1I,CCc1c[cH:1]o[cH:2]1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][o:6][cH:7]1,6,1,5,True,7,C6H8O,CCc1coc(-c2occc2CC)c1,14,C12H14O2,true,6,11,C12H16O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,7f2b1c3e4ef007f8f4051d8c501a7769c7592b2d8466b3347316b59ac134ef80
M041,D041_QP2_M1,RXN_SIG_M041,3-Hexylfuran,Furans,CCCCCCc1ccoc1,CCCCCCc1coc(-c2oc(-c3oc(-c4oc(-c5oc(-c6occc6CCCCCC)cc5CCCCCC)cc4CCCCCC)cc3CCCCCC)cc2CCCCCC)c1,0,8,10,9,11,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCc1cc(I)oc1I,CCCCCCc1c[cH:1]o[cH:2]1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][o:10][cH:11]1,6,1,5,True,11,C10H16O,CCCCCCc1coc(-c2occc2CCCCCC)c1,22,C20H30O2,true,10,19,C20H32O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,52c9e600a429b088ae9f81a8d241532efb2af0522411445e5556a13b4f96ddf2
M042,D042_QP2_M1,RXN_SIG_M042,3-Octylfuran,Furans,CCCCCCCCc1ccoc1,CCCCCCCCc1coc(-c2oc(-c3oc(-c4oc(-c5oc(-c6occc6CCCCCCCC)cc5CCCCCCCC)cc4CCCCCCCC)cc3CCCCCCCC)cc2CCCCCCCC)c1,0,10,12,11,13,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,CCCCCCCCc1cc(I)oc1I,CCCCCCCCc1c[cH:1]o[cH:2]1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][c:9]1[cH:10][cH:11][o:12][cH:13]1,6,1,5,True,13,C12H20O,CCCCCCCCc1coc(-c2occc2CCCCCCCC)c1,26,C24H38O2,true,12,23,C24H40O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,a602817300d5bd6ec01ca4ddb0a4ddf21f46a2f46b4592b00211fd435cd3f72f
M043,D043_QP2_M1,RXN_SIG_M043,3-Methoxyfuran,Furans,COc1ccoc1,COc1coc(-c2oc(-c3oc(-c4oc(-c5oc(-c6occc6OC)cc5OC)cc4OC)cc3OC)cc2OC)c1,0,4,6,5,7,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,COc1cc(I)oc1I,COc1c[cH:1]o[cH:2]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][o:6][cH:7]1,6,1,5,True,7,C5H6O2,COc1coc(-c2occc2OC)c1,14,C10H10O4,true,6,11,C10H12O4+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,9114b339565cdff56c22ad2c084ff137dec7ff907f95ba7df81afd6135bc58af
M044,D044_QP2_M1,RXN_SIG_M044,3-Fluorofuran,Furans,Fc1ccoc1,Fc1coc(-c2oc(-c3oc(-c4oc(-c5oc(-c6occc6F)cc5F)cc4F)cc3F)cc2F)c1,0,3,5,4,6,C,C,1,1,True,True,1,3,False,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Fc1cc(I)oc1I,Fc1c[cH:1]o[cH:2]1,[F:1][c:2]1[cH:3][cH:4][o:5][cH:6]1,6,1,5,True,6,C4H3FO,Fc1coc(-c2occc2F)c1,12,C8H4F2O2,true,5,9,C8H6F2O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,24c4d11f331331b11557f4109d2aba3124907e71cac1bd5e16ef8ee359449839
M045,D045_QP2_M1,RXN_SIG_M045,"3,4-Dimethylfuran",Furans,Cc1cocc1C,Cc1coc(-c2oc(-c3oc(-c4oc(-c5oc(-c6occ(C)c6C)c(C)c5C)c(C)c4C)c(C)c3C)c(C)c2C)c1C,0,2,4,3,5,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Cc1c(I)oc(I)c1C,Cc1[cH:1]o[cH:2]c1C,[CH3:1][c:2]1[cH:3][o:4][cH:5][c:6]1[CH3:7],6,1,5,True,7,C6H8O,Cc1coc(-c2occ(C)c2C)c1C,14,C12H14O2,true,4,9,C12H16O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,ca30666f8320228bd3f83a99006bd30fcb40007a16ef3e07acaa06f36398af39
M046,D046_QP2_M1,RXN_SIG_M046,"3,4-Difluorofuran",Furans,Fc1cocc1F,Fc1coc(-c2oc(-c3oc(-c4oc(-c5oc(-c6occ(F)c6F)c(F)c5F)c(F)c4F)c(F)c3F)c(F)c2F)c1F,0,2,4,3,5,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Fc1c(I)oc(I)c1F,Fc1[cH:1]o[cH:2]c1F,[F:1][c:2]1[cH:3][o:4][cH:5][c:6]1[F:7],6,1,5,True,7,C4H2F2O,Fc1coc(-c2occ(F)c2F)c1F,14,C8H2F4O2,true,4,9,C8H4F4O2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,cf72cf0bf6c3002f64a2f3d36d28feb7fbe04439cb44099429eb75337249252d
M047,D047_QP2_M1,RXN_SIG_M047,"3,4-Dimethoxyfuran",Furans,COc1cocc1OC,COc1coc(-c2oc(-c3oc(-c4oc(-c5oc(-c6occ(OC)c6OC)c(OC)c5OC)c(OC)c4OC)c(OC)c3OC)c(OC)c2OC)c1OC,0,3,5,4,6,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,COc1c(I)oc(I)c1OC,COc1[cH:1]o[cH:2]c1OC,[CH3:1][O:2][c:3]1[cH:4][o:5][cH:6][c:7]1[O:8][CH3:9],6,1,5,True,9,C6H8O3,COc1coc(-c2occ(OC)c2OC)c1OC,18,C12H14O6,true,5,12,C12H16O6+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,12b29c9b0392d8cd66b12d72961a71d3f448771ea1c3a0300cf7a5ec57bd5f9b
M048,D048_QP2_M1,RXN_SIG_M048,"2,2′-Bifuran",Furans,c1coc(-c2ccco2)c1,c1coc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12ccco%12)o%11)o%10)o9)o8)o7)o6)o5)o4)o3)o2)c1,0,1,7,2,8,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1ccc(-c2ccc(I)o2)o1,c1[cH:1]oc(-c2cc[cH:2]o2)c1,[cH:1]1[cH:2][o:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][o:9]2)[cH:10]1,11,1,5,True,10,C8H6O2,c1coc(-c2ccc(-c3ccc(-c4ccco4)o3)o2)c1,20,C16H10O4,true,7,11,C16H12O4+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,011aa4f3c2b27a0c8b307a0916c2470578597959c19f000dc75b819cc191b88a
M049,D049_QP2_M1,RXN_SIG_M049,"2,2′:5′,2″-Terfuran",Furans,c1coc(-c2ccc(-c3ccco3)o2)c1,c1coc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12ccc(-c%13ccc(-c%14ccc(-c%15ccc(-c%16ccc(-c%17ccc(-c%18ccco%18)o%17)o%16)o%15)o%14)o%13)o%12)o%11)o%10)o9)o8)o7)o6)o5)o4)o3)o2)c1,0,1,11,2,12,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1ccc(-c2ccc(-c3ccc(I)o3)o2)o1,c1[cH:1]oc(-c2ccc(-c3cc[cH:2]o3)o2)c1,[cH:1]1[cH:2][o:3][c:4](-[c:5]2[cH:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][o:13]3)[o:14]2)[cH:15]1,16,1,5,True,15,C12H8O3,c1coc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccco6)o5)o4)o3)o2)c1,30,C24H14O6,true,11,16,C24H16O6+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,08a4a1c0a48fb00656f6ca0cccdc8e2350e19cd5ea13eed620185ff68379e9db
M050,D050_QP2_M1,RXN_SIG_M050,Selenophene,Selenophenes,c1cc[se]c1,c1c[se]c(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc[se]6)[se]5)[se]4)[se]3)[se]2)c1,0,2,4,3,5,C,C,1,1,True,True,2,2,True,C-C,copy_i.site_b--copy_i+1.site_a,single,I,Ic1ccc(I)[se]1,c1c[cH:1][se][cH:2]1,[cH:1]1[cH:2][cH:3][se:4][cH:5]1,6,1,5,True,5,C4H4Se,c1c[se]c(-c2ccc[se]2)c1,10,C8H6Se2,true,4,7,C8H8Se2+2,2,1,neutral n=2 backbone at frozen link; add one H to each junction atom; target-medium GFN2/ddCOSMO preopt,frozen explicit n=6 hexamer,approved,a4c1d521366c9792b54f0052462489c4d6e7899818a4684101fea9ad47cc16d3
